Name des Begünstigten,Bezeichnung des Vorhabens,Jahr der Bewilligung,Jahr der Restzahlung,Gewährte Beträge,Bei Abschluss des Vorhabens gezahlte Gesamtbeträge
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","""Sozialkompetenztraining für die Klassenstufe 7"" an der
Förderschule für Lernbehinderte""J.H.Pestalozzi"" in Staßfurt",2012,,2751,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","""Verbesserung der Lernvoraussetzung durch Stärkung des
Klassengefüges"" an der Sekundarschule ""Herrmann Kasten""
in Staßfurt",2013,,"4054,5",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","""Wege der Teamfindung durch Outdoor-Training an der
Sekundarschule ""Th.Müntzer"" in Wernigerode",2013,,"811,8",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","""Wege der Teamfindung durch Outoor Training"" Klassenstufe
5 an der Sekundarschule ""J.W.v.Goethe"" in Ilsenburg",2012,,1320,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","""Wege der Teamfindung und soziale Kompetenz im Schuljahr
2013/14"" an der Sekundarschule in Harzgerode",2013,,720,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","""Wir schauen nicht weg - Streitschlichterausbildung im
Schuljahr 2012/2013"" an der Sekundarschule Harzgerode",2012,,800,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","""Zukunft mit Arbeit"" im Burgenlandkreis, Freidrich-Nietzsche-
Str. 1, 06618 Naumburg",2008,2012,149299,149299
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",AO-008-07,2007,2012,"51282,92","51282,92"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",AO-060-08,2008,2013,"46632,24","46632,24"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Absolventen U30,2008,,"108645,4",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Absolventen U30,2010,,"127829,73",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bidungsbezogenes Angebot ""Selbstbehauptung  und
Deeskalation""- Förderschule für Lernbehinderte in
Aschersleben",2010,2012,2320,2320
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbebezogenes Angebot ""Outdoor-
Training/Erlebnispädagogik Klasse 6b"" an der
Sekundarschule ""Hermann Kasten"" in Staßfurt",2010,2012,1842,1842
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot "" Selbstbehauptung und
Deeskalation""  Berufsbildenden Schulen in Achersleben",2010,2012,2264,2264
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot "" Wir schauen besser hin! - Ein
Anti-Mobbing Projekt für Berufsvorbereitungsjahre"" an der
Berufsbildenden Schulen Wernigerode LK Harz in
Wernigerode",2011,2012,"4853,64","4853,64"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot
""""Outdoortraining/Erlebnispädagogik Klasse 5a"" an der
Sekundarschule ""Hermann Kasten"" in Staßfurt",2010,2013,1896,1896
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot """"Theaterpädagogik zur
Förderung sozialer Kompetenzen innerhalb einesKlassenverbandes"" an der Sekundarschule ""H.Kasten"" in
Staßfurt",2011,2012,4915,4915
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Alle in einem Boot""
Sekundarschule 2August Bebel"" Blankenburg",2010,2012,"1129,52","1129,52"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Die Watschenagentur"" - Ein
etwas anderes Theaterstück zum Selberspielen gegen
Gewalt an Kindern an der Förderschule ""J.H.Pestalozzi"" in
Aschersleben",2011,2014,3048,3048
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Digitales (Er) leben mit dem
Trickfilmmobil"" an der Förderschule ""J.H.Pestalozzi"" in
Aschersleben",2010,2011,879,879
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Gewaltfrei"" - ein
gewaltpräventives Projekt für Schülerinnen und Schüler an
der Sekundarschule ""Hermann Kasten"" in Staßfurt",2011,2014,4930,4930
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Gewaltfrei"" - ein
gewaltpräventives Projekt für Schülerinnen und Schüler"" an
der Sekundarschule ""Seelandschule"" in Nachterstedt",2011,2012,4970,4970
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Gewaltfrei- Ein
gewaltpräventives Projekt für Schüler/innen"" an den
Berufsbildenden Schulen ""J.P.C.Heinrich Mette"" in
Quedlinburg",2010,2011,2165,2165
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Gewaltfrei- Ein
gewaltpräventives Projekt für Schüler/innen"" an der
Förderschule ""J.H.Pestalozzi"" in Staßfurt",2010,2011,2494,2494
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Gewaltfrei- Ein
gewaltpräventives Projekt"" an den Berufsbildenden Schulen
des Landkreises Harz Wernigerode",2010,2011,2485,2485
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Gewaltfrei- Ein präventives
Projekt für Schüler/innen"" an den Berufsbildenden Schulen
Aschersleben-Staßfurt in Aschersleben",2010,2012,2370,2370
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Hinaus ins Leben - aber
sicher!"" an der Berufsbildende Schulen des Landkreise Harz
""J.P.C. Mette"" in Quedlinburg",2011,2012,"3387,85","3387,85"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Integration von
leistungsschwachen Schülern und Steigerung der Schullust
durch Mitwirken an der Gestaltung des  Jubiläumskalenders
der Schülerdokumenta im Schuljahr 2011/12"" an der
Sekundarschule  in Harzgerode",2011,2012,"1579,25","1579,25"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Lehrerfortbildung ""Motivation
von Lehrern und Schülern""an der Berufsbildende Schulen
Wernigerode Landkreis Harz",2010,2012,558,558
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Outdoor-
Training/Erlebnispädagogik Klasse 6a"" an der
Sekundarschule ""Hermann Kasten"" in Staßfurt",2010,2013,2222,2222
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot
""Outdoortraining/Erlebnispädagogik Klasse 5b""
Sekundarschule ""H.Kasten"" Staßfurt",2010,2012,1658,1658
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Selbstbehauptung als
präventiver Ansatz gegen Gewalt mit 14 Schüler/innen der
Klassenstufen 6-8"" an der Sekundarschule J.W. von Goethe
in Ilsenburg",2011,2012,840,840
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Umgang mit sozial
abweichendem und aggressiven Verhalten"" - Ein Projekt für
Lehrerinnen und Lehrer an der Förderschule für
Lernbehinderte ""J.H.Pestalozzi"" in Aschersleben",2011,2012,2075,2075
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Wege der Teamfindung durch
Outdoor Training im Kletterwald  Klassenstufe 8"" an der
Sekundarschule""T.Müntzer"" in Wernigerode",2011,2012,"472,2","472,2"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Wege der Teamfindung durch
Outdoor Training im Kletterwald Klassenstufe 5"" an der
Sekundarschule ""J.W.v.Goethe"" in Ilsenburg",2011,2012,1077,1077
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Wege der Teamfindung durch
Outdoor-Training mit den Schülerinnen und Schülern der
Klassenstufe 5"" an der Sekundarschule ""J.W.v.Goethe"" in
Ilsenburg",2010,2011,855,855
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot ""Wege der Teamfindung durch
Outdoor-Training mit den Schülerinnen und Schülern der
Klassenstufe 6"" an der Sekundarschule ""J.W.v.Goethe"" in
Ilsenburg",2010,2011,985,985
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot Lehrerfortbildung""Motivation
von Lehrern/Unterrichtsstörung,Aggressionen an Schulen-
sind wir machtlos?"" Berufsbildende Schulen Wernigerode",2011,2012,558,558
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Angebot""Wege der Teamfindung durch
Outdoor-Training im Kletterwald Blankenburg mit den
Schülerinnen und Schüler der BVJ-Klassen"" der
Berufsbildenden Schulen ""Geschwister Scholl"" Halberstadt in
Böhnshausen",2010,2012,"375,2","375,2"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Bildungsbezogenes Projekt ""Gewaltfrei"" - ein
gewaltpräventives Projekt für Schülerinnen und Schüler an
der Berufsbildenden Schulen Aschersleben-Staßfurt in
Aschersleben",2011,2012,"4992,5","4992,5"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges Soziales Jahr 2007/ 2008,2007,2009,"113936,04","113936,04"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges Soziales Jahr 2008/2009,2008,2011,73200,73200
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges Soziales Jahr 2008/2009,2008,2010,"74836,07","74836,07"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges Soziales Jahr 2010/ 2011,2010,,55715,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges Soziales Jahr 2010/ 2011,2010,,"58832,08",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges Soziales Jahr 2011/2012,2011,2013,"42609,6","42609,6"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges Soziales Jahr 2012/2013,2012,2013,"32813,67","32813,67"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges Soziales Jahr 2012/2013,2012,2013,41292,41292
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges Soziales Jahr 2013/2014,2013,,38304,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges Soziales Jahr 2013/2014,2013,,43680,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges Soziales Jahr 2014/2015,2014,,43680,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges Soziales Jahr 2014/2015,2014,,47880,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges soziales Jahr 2007/2008,2007,,"94892,57",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges soziales Jahr 2009/ 2010,2009,2011,"63479,1","63479,1"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Freiwilliges soziales Jahr 2009/ 2010,2009,2011,"68253,36","68253,36"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",GAJL - Gegen Abwanderung junger Landeskinder,2009,,"235934,11",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Maßnahme der vertieften Berufsorientierung nach § 33 SGB
III - BRAFO Los 7",2012,,"275533,66",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Nachbarschaftshilfe im Rahmen des Quartiersmanagement,2014,,18000,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Praktikumsmaßnahme zur beruflichen Eingliederung am
Arbeitsmarkt benachteiligter Personen",2012,2014,"75542,56","75542,56"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Praktikumsmaßnahme zur beruflichen Eingliederung am
Arbeitsmarkt benachteiligter Personen",2008,2012,"382669,45","382669,45"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Praktikumsmaßnahmen zur beruflichen Eingliederung am
Arbeitsmarkt benachteilgter Personen",2009,,"374300,38",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Projekt z.Verbess.d.vorsch.Bild.durch
Qual.d.Betreuungspersonals im Kinderhaus Staßfurter HöheAschersleben aus Mitteln d.ESF u.Sachs.-Anhalts",2011,,3535,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Projekt zur Qualifizierung des pädagogischen
Betreuungspersonals im Hort Pfeilergraben Aschersleben",2011,,5000,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Projekt zur Qualifizierung des pädagogischen
Betreuungspersonals in der Kindertagesstätte Max und
Moritz Stößen",2011,,3535,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Projektdurchführung im Verkehrsgarten,2014,,19500,
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Reden statt treten - Wir gehen in Richtung Zukunft"" an der
Sekundarschule  ""August Bebel"" in Blankenburg",2012,2013,2640,2640
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit Sekundarschule ""Am Tierpark"" Staßfurt",2009,2013,"19531,83","19531,83"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Schulsozialarbeit Sekundarschule Harzgerode,2009,2013,"17750,66","17750,66"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an den Berufsbildenden Schulen
Burgenlandkreis",2012,,"292304,25",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Schulsozialarbeit an den Berufsbildenden Schulen Zeitz,2009,2014,"87623,17","87623,17"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Schulsozialarbeit an den Berufsbildenden Schulen Zeitz,2010,,"138047,89",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Berufsbildenden Schule
""Geschwister Scholl"" in Halberstadt",2010,2014,"36063,68","36063,68"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Berufsbildenden Schule
""Geschwister Scholl"" in Halberstadt",2012,,"107537,13",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Berufsbildenden Schule ""J. P. C.
Heinrich Mette"" in Quedlinburg",2012,,"114566,25",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Berufsbildenden Schule
Aschersleben - Staßfurt",2009,2013,"16009,33","16009,33"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Berufsbildenden Schule
Aschersleben - Staßfurt in Aschersleben",2010,2014,"57573,98","57573,98"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Berufsbildenden Schule Geschwister
Scholl Halberstadt",2009,2013,"36012,3","36012,3"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Berufsbildenden Schule
J.P.C.H.Mette in Quedlinburg",2009,2013,"28283,65","28283,65"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Berufsbildenden Schule J.P.H.Mette
in Quedlinburg",2010,2014,"65969,75","65969,75"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Berufsbildenden Schule des
Landkreises Harz in Wernigerode",2009,2012,"29422,75","29422,75"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Berufsbildenden Schule in
Wernigerode",2010,2014,"71803,81","71803,81"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Berufsbildenden Schule in
Wernigerode",2012,,"122876,99",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Schulsozialarbeit an der Borlach Sekundarschule Bad Kösen,2009,2014,"47468,86","47468,86"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Förderschule ""Pestalozzi"" Naumburg",2013,,"85345,91",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Förderschule J.P.Pestalozzi in
Staßfurt",2010,2014,"66893,16","66893,16"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Förderschule Pestalozzi in
Aschersleben",2010,2014,"69097,88","69097,88"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Förderschule Pestalozzi in
Aschersleben",2012,,"117854,69",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Schulsozialarbeit an der Förderschule Pestalozzi in Staßfurt,2009,2013,"42721,68","42721,68"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste",Schulsozialarbeit an der Förderschule Pestalozzi in Staßfurt,2012,,"101091,93",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Förderschule für Lernbehinderte
Pestalozzi Aschersleben",2009,2013,"35313,21","35313,21"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Sekundarschule ""A. Schweitzer""  in
Naumburg",2010,,"63599,53",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Sekundarschule ""Albert Schweitzer""
in Naumburg",2009,2014,"45893,72","45893,72"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Sekundarschule ""Am Tierpark"" in
Staßfurt",2012,,"118558,6",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Sekundarschule ""August Bebel""
Blankenburg",2009,2013,"46057,98","46057,98"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Sekundarschule ""August Bebel"" in
Blankenburg",2010,2014,"48907,66","48907,66"
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Sekundarschule ""August Bebel"" in
Blankenburg",2012,,"71470,57",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Sekundarschule ""Bolach"" in Bad
Kösen",2010,,"62562,69",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Sekundarschule ""F. L. Jahn"" in
Freyburg",2010,,"70969,66",
"Internationaler Bund IB Mitte gGmbH
für Bildung und soziale Dienste","Schulsozialarbeit an der Sekundarschule ""Friedrich-Ludwig-
Jahn"" Freyburg",2012,,"115053,49",
