Tytu≥ projektu;Nazwa beneficjenta;WartoúÊ projektu;Dofinansowanie z EU;Multimedia;Dziedzina;Czy projekt jest realizowany na obszarze wiÍkszym niø jedna jednostka administracyjna?
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie braniewskim (I);POWIAT BRANIEWSKI/POWIATOWY URZ•D PRACY W BRANIEWIE;1325528.51;1218028.14;Nie;praca i integracja spo≥eczna;Nie
Inkluzyjny rynek pracy w Powiecie Lubelskim;POWIAT LUBELSKI/POWIATOWY URZ•D PRACY W LUBLINIE;1432653.75;1217755.69;Nie;praca i integracja spo≥eczna;Nie
Poprawa szans na zatrudnienie osÛb bezrobotnych z powiatu zπbkowickiego, ktÛre znajdujπ siÍ w szczegÛlnej sytuacji na rynku pracy (50+, kobiety, osoby niepe≥nosprawne, d≥ugotrwale bezrobotne, osoby o niskich kwalifikacjach) poprzez organizacjÍ staøy, szko;POWIAT Z•BKOWICKI /POWIATOWY URZ•D PRACY W Z•BKOWICACH åL•SKICH;1430700.00;1216100.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb powyøej 29 r. ø. pozostajπcych bez pracy w powiecie kolbuszowskim (I);POWIAT KOLBUSZOWSKI/POWIATOWY URZ•D PRACY W KOLBUSZOWEJ;1429900.00;1215415.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb bezrobotnych w wieku 30 lat i wiÍcej w powiecie strzelecko-drezdeneckim.;POWIAT STRZELECKO-DREZDENECKI/ POWIATOWY URZ•D PRACY W STRZELCACH KRAJE—SKICH;1428513.33;1214236.33;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb 30+ w powiecie gÛrowskim w 2016 roku.;POWIAT G”ROWSKI/POWIATOWY URZ•D PRACY W G”RZE;1428243.00;1214007.00;Nie;praca i integracja spo≥eczna;Nie
Czas na w≥asny biznes!;WIELKOPOLSKA GRUPA PRAWNICZA KOZ£OWSKI, MAèWA, SENDROWSKI I WSP”LNICY SP. K.;1427930.40;1213740.84;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie sulÍciÒskim (II);POWIAT SUL CI—SKI / POWIATOWY URZ•D PRACY W SUL CINIE;1320782.00;1213666.58;Nie;praca i integracja spo≥eczna;Nie
Stawiam na siebie;PRO4 SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;1319961.24;1212912.38;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie nowomiejskim [I];POWIAT NOWOMIEJSKI/POWIATOWY URZ•D PRACY W NOWYM MIEåCIE LUBAWSKIM;1318310.00;1211395.06;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych z kategorii NEET zamieszka≥ych na obszarze wojewÛdztwa ≥Ûdzkiego;PIOTRKOWSKIE CENTRUM ZDROWIA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;1317370.80;1210532.03;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie buskim (I);POWIAT BUSKI/POWIATOWY URZ•D PRACY W BUSKU-ZDROJU;1316300.00;1209600.00;Nie;praca i integracja spo≥eczna;Nie
Pomoc techniczna PO WER dla WojewÛdzkiego UrzÍdu Pracy w Krakowie na rok 2015;WOJEW”DZKI URZ•D PRACY W KRAKOWIE;1430080.00;1205271.42;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wschowskim (II);POWIAT WSCHOWSKI/ POWIATOWY URZ•D PRACY WE WSCHOWIE;1310972.00;1204652.17;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie chrzanowskim (I);POWIAT CHRZANOWSKI - POWIATOWY URZ•D PRACY W CHRZANOWIE;1416599.80;1204109.83;Nie;brak;Nie
Pomoc techniczna PO WER dla WojewÛdzkiego UrzÍdu Pracy w £odzi na rok 2015;WOJEW”DZKI URZ•D PRACY W £ODZI;1420500.00;1197197.40;Nie;brak;Nie
Roczny Plan Dzia≥aÒ Pomocy Technicznej Regionalnego Programu Operacyjnego WojewÛdztwa Podlaskiego na lata 2014-2020 Rok: 2015;WOJEW”DZKI URZ•D PRACY W BIA£YMSTOKU;1408000.00;1196800.00;Nie;administracja;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie øniÒskim(II);POWIAT ØNI—SKI/POWIATOWY URZ•D PRACY W ØNINIE;1407704.00;1196548.40;Nie;praca i integracja spo≥eczna;Nie
Aktywni mogπ wiÍcej;POWIAT ØARSKI / POWIATOWY URZ•D PRACY W ØARACH;1406700.00;1195695.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb powyøej 29 r. ø. pozostajπcych bez pracy w powiecie sanockim (I);POWIAT SANOCKI / POWIATOWY URZ•D PRACY W SANOKU;1406700.00;1195695.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie kamiennogÛrskim (I);POWIAT KAMIENNOG”RSKI/ POWIATOWY URZ•D PRACY W KAMIENNEJ G”RZE;1300700.00;1195200.00;Nie;praca i integracja spo≥eczna;Nie
KIS w Gminie Krapkowice szansπ na lepsze jutro!;"MIEJSKI KLUB SPORTOWY ""SUPLES"" W KRAPKOWICACH";1400616.00;1190523.60;Nie;brak;Nie
Aktywizacja osÛb w wieku 30 lat i powyøej pozostajπcych bez pracy w powiecie grodziskim (I);POWIAT GRODZISKI/POWIATOWY URZ•D PRACY W GRODZISKU MAZOWIECKIM;1488100.00;1190480.00;Nie;praca i integracja spo≥eczna;Nie
Projekt Pomocy Technicznej na lata 2016-2017;WOJEW”DZKI URZ•D PRACY W GDA—SKU;1400000.00;1190000.00;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie sÍpoleÒskim (I);POWIAT S POLE—SKI/POWIATOWY URZ•D PRACY W S P”LNIE KRAJE—SKIM;1295000.00;1190000.00;Nie;praca i integracja spo≥eczna;Nie
AKTYWIZACJA OS”B M£ODYCH POZOSTAJ•CYCH BEZ PRACY W POWIECIE PYRZYCKIM (I);POWIAT PYRZYCKI/POWIATOWY URZ•D PRACY W PYRZYCACH;1293000.00;1188137.70;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w mieúcie Mys≥owice (I);MIASTO MYS£OWICE/POWIATOWY URZ•D PRACY W MYS£OWICACH;1408200.00;1186900.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie polickim(I);POWIAT POLICKI/POWIATOWY URZ•D PRACY W POLICACH;1290200.00;1185564.78;Nie;praca i integracja spo≥eczna;Nie
Pomys≥ na siebie;CARITAS ARCHIDIECEZJI £”DZKIEJ;1394746.56;1185534.58;Nie;praca i integracja spo≥eczna;Nie
Utworzenie specjalistycznej placÛwki terapeutyczno ñ opiekuÒczej wsparcia dziennego ÑS≥oneczny krπg Osinkowoî;STOWARZYSZENIE WSPIERANIA DOBREJ PRAKTYKI PEDAGOGICZNEJ ÑPRODESSEî;1391731.20;1182971.52;Nie;ochrona zdrowia;Tak
PrzedsiÍbiorcy Stawiajπ na RozwÛj;REGIONALNY ZWI•ZEK PRACODAWC”W PRYWATNYCH ZIEMI £”DZKIEJ;1401139.20;1180880.11;Nie;brak;Nie
"""Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w Tychach (II)""";MIASTO TYCHY/POWIATOWY URZ•D PRACY W TYCHACH;1384776.00;1177059.60;Nie;brak;Tak
Wsparcie na rzecz zarzπdzania strategicznego spÛ≥dzielni.;FEDERACJA ZWI•ZK”W ZAWODOWYCH PRACOWNIK”W SP”£DZIELCZOåCI PRODUKCJI HANDLU I US£UG W POLSCE;1396332.00;1176828.60;Nie;brak;Nie
Otwarci na zmiany;PROECO ONE SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;1277035.20;1173467.65;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja - Praca;POWIAT BIALSKI/POWIATOWY URZ•D PRACY W BIA£EJ PODLASKIEJ;1378200.12;1171470.10;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wa≥eckim (II);POWIAT WA£ECKI/POWIATOWY URZ•D PRACY W WA£CZU;1273640.00;1170347.57;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie w≥oszczowskim (II);POWIAT W£OSZCZOWSKI/POWIATOWY URZ•D PRACY WE W£OSZCZOWIE;1273210.00;1169952.67;Nie;praca i integracja spo≥eczna;Nie
Klucz do zmian (I);POWIAT SOK”LSKI/POWIATOWY URZ•D PRACY W SOK”£CE;1376060.00;1169651.00;Nie;praca i integracja spo≥eczna;Nie
Horyzonty;CREATOR SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;1272326.64;1169140.94;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i powyøej pozostajπcych bez pracy w powiecie warszawskim zachodnim (I);POWIAT WARSZAWSKI ZACHODNI - POWIATOWY URZ•D PRACY DLA POWIATU WARSZAWSKIEGO ZACHODNIEGO W B£ONIU;1460300.00;1168240.00;Nie;praca i integracja spo≥eczna;Nie
Wysokowykwalifikowana kadra s≥uøb pomocy i integracji spo≥ecznej na terenie II makroregionu;WYØSZA SZKO£A FINANS”W I ZARZADZANIA W BIA£YMSTOKU;1381303.20;1164162.33;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie polickim (II);POWIAT POLICKI/POWIATOWY URZ•D PRACY W POLICACH;1266121.00;1163438.24;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie kolneÒskim (I);POWIAT KOLNE—SKI/POWIATOWY URZ•D PRACY W KOLNIE;1380300.00;1163300.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie gryfickim - II;POWIAT GRYFICKI/POWIATOWY URZ•D PRACY W GRYFICACH;1366673.00;1161672.05;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie leskim (II);POWIAT LESKI / POWIATOWY URZ•D PRACY W LESKU;1263222.00;1160774.40;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie gryfiÒskim ñ II;POWIAT GRYFI—SKI/POWIATOWY URZ•D PRACY W GRYFINIE;1364847.50;1160120.22;Nie;brak;Nie
Aktywizacja bezrobotnych pow. 30 roku øycia z terenu powiatu koúcierskiego;POWIAT KOåCIERSKI / POWIATOWY URZ•D PRACY W KOåCIERZYNIE;1364600.00;1159910.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb powyøej 29 roku øycia pozostajπcych bez pracy w powiecie sandomierskim (I);POWIAT SANDOMIERSKI/POWIATOWY URZ•D PRACY W SANDOMIERZU;1364049.00;1159441.65;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie ≥ÍczyÒskim (I);POWIAT £ CZY—SKI/POWIATOWY URZ•D PRACY W £ CZNEJ;1261700.00;1159400.00;Nie;praca i integracja spo≥eczna;Nie
Aktywni 24;POINT SP. Z O.O.;1260406.80;1158187.81;Nie;praca i integracja spo≥eczna;Tak
PoszukujÍ specjalistÛw po UR;UNIWERSYTET ROLNICZY IM. HUGONA KO££•TAJA W KRAKOWIE;1371939.06;1156270.23;Nie;nauka i edukacja;Nie
Kierunek - praca! Kompleksowy program wsparcia zawodowego dla osÛb m≥odych z wojewÛdztwa úwiÍtokrzyskiego;ABAKUS KONSULTING SP. Z O. O. SP. K.;1253256.00;1151616.94;Nie;praca i integracja spo≥eczna;Nie
Plan Dzia≥aÒ na rok 2015 w ramach Osi Priorytetowej XIII Pomoc Techniczna Dzia≥ania 13.1 Pomoc Techniczna - åCP;åL•SKIE CENTRUM PRZEDSI BIORCZOåCI;1352736.00;1149825.60;Nie;brak;Nie
"""Pomoc techniczna PO WER dla WojewÛdzkiego UrzÍdu Pracy w Rzeszowie na rok 2015""";WOJEW”DZKI URZ•D PRACY W RZESZOWIE;1361645.00;1147594.41;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie brzeziÒskim (I);POWIAT BRZEZI—SKI / POWIATOWY URZ•D PRACY W BRZEZINACH;1248700.00;1147400.00;Nie;praca i integracja spo≥eczna;Nie
Staøe dla studentÛw kierunku Informatyka Wyøszej Szko≥y Bankowej w GdaÒsku;WYØSZA SZKO£A BANKOWA W GDA—SKU;1361106.28;1147140.37;Nie;nauka i edukacja;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie rypiÒskim (I);POWIAT RYPI—SKI/POWIATOWY URZ•D PRACY W RYPINIE;1347769.77;1145604.30;Nie;praca i integracja spo≥eczna;Nie
Nowa droga do pracy - reintegracja spo≥eczno-zawodowa osÛb z grupy NEET w wieku 18-35lat z powiatu kolbuszowskiego z wykorzystaniem programu mobilnoúci ponadnarodowej;"STOWARZYSZENIE NA RZECZ ROZWOJU POWIATU KOLBUSZOWSKIEGO ""NIL""";1213398.91;1144113.83;Nie;wspÛ≥praca miÍdzynarodowa;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w wojewÛdztwie ≥Ûdzkim.;SIGNA SP. Z O.O.;1244210.83;1143305.33;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb bezrobotnych powyøej 30 roku øycia pozostajπcych bez pracy w powiecie milickim;POWIAT MILICKI/POWIATOWY URZ•D PRACY W MILICZU;1344692.00;1142988.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie rypiÒskim (II);POWIAT RYPI—SKI/POWIATOWY URZ•D PRACY W RYPINIE;1242911.20;1142110.67;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie rawskim I;POWIAT RAWSKI / POWIATOWY URZ•D PRACY W RAWIE MAZOWIECKIEJ;1239800.00;1139300.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w Myszkowie (I);POWIAT MYSZKOWSKI/POWIATOWY URZ•D PRACY W MYSZKOWIE;1339800.00;1138830.00;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie raciborskim (II);POWIAT RACIBORSKI/POWIATOWY URZ•D PRACY W RACIBORZU;1348143.80;1136215.60;Nie;praca i integracja spo≥eczna;Nie
Sukces z w≥asnπ firmπ;TARNOBRZESKA AGENCJA ROZWOJU REGIONALNEGO S.A.;1336680.00;1136178.00;Nie;praca i integracja spo≥eczna;Tak
Projekt kszta≥cenia podyplomowego pielÍgniarek i po≥oønych w Polsce Zachodniej;UNIWERSYTET MEDYCZNY IM. PIAST”W åL•SKICH WE WROC£AWIU;1347684.00;1135828.07;Nie;nauka i edukacja;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w mieúcie Jaworznie(II);MIASTO JAWORZNO/POWIATOWY URZ•D PRACY W JAWORZNIE;1346849.20;1135124.50;Nie;praca i integracja spo≥eczna;Nie
Kwalifikacje drogπ do startu w przysz≥oúÊ!;STOWARZYSZENIE INØYNIER”W I TECHNIK”W MECHANIK”W POLSKICH;1334871.60;1134640.86;Nie;praca i integracja spo≥eczna;Nie
Innowacyjne strategie zarzπdzania w MMSP wojewÛdztwa lubelskiego;"REGION åRODKOWO-WSCHODNI NSZZ ""SOLIDARNOå∆""";1343083.20;1131950.52;Nie;brak;Nie
Wynajem powierzchni biurowej dla potrzeb realizacji zadaÒ RPOWå;WOJEW”DZTWO åWI TOKRZYSKIE - URZ•D MARSZA£KOWSKI WOJEW”DZTWA åWI TOKRZYSKIEGO;1331000.00;1131350.00;Nie;brak;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie bocheÒskim (II).;POWIAT BOCHE—SKI/POWIATOWY URZ•D PRACY W BOCHNI;1329467.97;1130047.77;Nie;brak;Nie
Pomoc techniczna PO WER dla WojewÛdzkiego UrzÍdu Pracy w Zielonej GÛrze na rok 2015.;WOJEW”DZKI URZ•D PRACY W ZIELONEJ G”RZE;1340769.00;1130000.11;Nie;brak;Nie
Aktywizacja zawodowa osÛb powyøej 29 roku øycia pozostajπcych bez pracy w powiecie jÍdrzejowskim (I);POWIAT J DRZEJOWSKI/ POWIATOWY URZ•D PRACY W J DRZEJOWIE;1328389.00;1129130.65;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wa≥eckim (I);POWIAT WA£ECKI/POWIATOWY URZ•D PRACY W WA£CZU;1228283.00;1128669.25;Nie;praca i integracja spo≥eczna;Nie
"""Czas na zmiany"". Kompleksowy pogram aktywizacji spo≥eczno - zawodowej mieszkaÒcÛw regionu wa≥brzyskiego w wieku 15- 24 lata.";FUNDACJA ROZWOJU OBYWATELSKIEGO;1227777.60;1128204.84;Nie;praca i integracja spo≥eczna;Nie
Pomoc Techniczna PO WER dla WojewÛdzkiego UrzÍdu Pracy w Toruniu na rok 2015.;WOJEW”DZKI URZ•D PRACY W TORUNIU;1335953.00;1125941.19;Nie;brak;Nie
Lubelskie + NEET = POWER;CENTRUM SZKOLE— I INNOWACJI GRZEGORZ MISZCZAK;1224815.04;1125482.54;Nie;praca i integracja spo≥eczna;Nie
O krok do przodu;JASTRZ BIE-ZDR”J - MIASTO NA PRAWACH POWIATU;1323902.00;1125316.70;Nie;brak;Tak
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie drawskim II ;POWIAT DRAWSKI/POWIATOWY URZ•D PRACY W DRAWSKU POMORSKIM;1322997.00;1124547.15;Nie;brak;Nie
Aktywizacja osÛb w wieku powyøej 29 lat pozostajπcych bez pracy w powiecie mrπgowskim;POWIAT MR•GOWSKI/POWIATOWY URZ•D PRACY W MR•GOWIE;1322117.24;1123799.65;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie úwiebodziÒskim (I);POWIAT åWIEBODZI—SKI/POWIATOWY URZ•D PRACY W åWIEBODZINIE;1221400.00;1122344.46;Nie;praca i integracja spo≥eczna;Nie
"""Twoje øycie - TwÛj wybÛr""";GMINA PIEKARY åL•SKIE;1319676.00;1121724.60;Nie;brak;Nie
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie s≥awieÒskim (II);POWIAT S£AWIE—SKI/POWIATOWY URZ•D PRACY W S£AWNIE;1318963.80;1121119.63;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie nowomiejskim [II];POWIAT NOWOMIEJSKI/POWIATOWY URZ•D PRACY W NOWYM MIEåCIE LUBAWSKIM;1219837.50;1120908.68;Nie;praca i integracja spo≥eczna;Nie
Dobre wsparcie na starcie;FUNDACJA INICJATYW MENEDØERSKICH;1386660.00;1119727.95;Nie;brak;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie oúwiÍcimskim (I);POWIAT OåWI CIMSKI/POWIATOWY URZ•D PRACY W OåWI CIMIU;1317228.32;1119644.07;Nie;brak;Nie
AKADEMIA UåMIECHU;OST-BUD S£AWOMIR OSET;1317206.40;1119625.44;Nie;praca i integracja spo≥eczna;Nie
Pomoc techniczna RPO WP na lata 2014 - 2020 dla WojewÛdzkiego UrzÍdu Pracy w Rzeszowie na rok 2015.;WOJEW”DZKI URZ•D PRACY W RZESZOWIE;1316418.00;1118955.30;Nie;administracja;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie ≥askim (I);POWIAT £ASKI /POWIATOWY URZ•D PRACY W £ASKU;1315900.00;1118500.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w mieúcie Piekary ålπskie (II);MIASTO PIEKARY åL•SKIE/ POWIATOWY URZ•D PRACY W PIEKARACH åL•SKICH;1327067.40;1118452.40;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w Powiecie £obeskim (I);POWIAT £OBESKI/POWIATOWY URZ•D PRACY W £OBZIE;1216400.00;1117749.96;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie oleckim (II);POWIAT OLECKI / POWIATOWY URZ•D PRACY W OLECKU;1214385.52;1115898.85;Nie;praca i integracja spo≥eczna;Nie
Kompetentni i efektywni w branøy TSL;WYØSZA SZKO£A BANKOWA W POZNANIU;1323036.48;1115055.14;Nie;nauka i edukacja;Nie
Na jÍzykach - szkolenia jÍzykowe dla mieszkaÒcÛw Wielkopolski;PAWE£ TRUSZKIEWICZ;1309776.00;1113309.60;Nie;nauka i edukacja;Nie
M≥odzi,Aktywni, Kreatywni;CREATOR SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;1210588.56;1112409.82;Nie;praca i integracja spo≥eczna;Nie
"""Klucz do zatrudnienia dla osÛb bezrobotnych w szczegÛlnej sytuacji na rynku pracy""";POWIAT KROåNIE—SKI/ POWIATOWY URZ•D PRACY W KROåNIE ODRZA—SKIM;1308200.00;1111970.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie giøyckim (I);POWIAT GIØYCKI/POWIATOWY URZ•D PRACY W GIØYCKU;1205508.66;1107741.91;Nie;praca i integracja spo≥eczna;Nie
Studiujesz - Pracujesz! Program staøy zawodowych dla studentÛw Wydzia≥u Nauk o Zdrowiu Uniwersytetu Medycznego w £odzi, w odpowiedzi na potrzeby spo≥eczeÒstwa oraz rynku pracy.;UNIWERSYTET MEDYCZNY W £ODZI;1314180.00;1107590.90;Nie;nauka i edukacja;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie prudnickim (I);POWIAT PRUDNICKI/POWIATOWY URZ•D PRACY W PRUDNIKU;1313500.00;1107017.80;Nie;praca i integracja spo≥eczna;Nie
Inwestycje w kompetencje pielÍgniarek i po≥oønych gwarancjπ jakoúci us≥ug medycznych;WYØSZA SZKO£A INØYNIERII I ZDROWIA W WARSZAWIE;1312860.00;1106478.40;Nie;nauka i edukacja;Tak
SZANSA DLA M£ODYCH;SIDROM SP. Z O.O.;1203176.35;1105598.75;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie soko≥owskim (I);POWIAT SOKO£OWSKI/POWIATOWY URZ•D PRACY W SOKO£OWIE PODLASKIM;1311100.00;1104995.08;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja m≥odych z grupy NEET w woj. ≥Ûdzkim z wykorzystaniem za≥oøeÒ innowacyjnej metody Story Cheering;INSTYTUT SZKOLENIOWO-BADAWCZY MERIDIUM;1199615.04;1102326.26;Nie;praca i integracja spo≥eczna;Nie
Fachowcy;RAZEM;1199462.40;1102186.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i powyøej pozostajπcych bez pracy w powiecie zwoleÒskim (I);POWIAT ZWOLE—SKI/POWIATOWY URZ•D PRACY W ZWOLENIU;1377122.66;1101698.13;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie trzebnickim (II);POWIAT TRZEBNICKI/POWIATOWY URZ•D PRACY W TRZEBNICY;1198561.00;1101358.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb bezrobotnych od 30 roku znajdujπcych siÍ w szczegÛlnej sytuacji na rynku pracy w powiecie oleúnickim;POWIAT OLEåNICKI / POWIATOWY URZ•D PRACY W OLEåNICY;1294000.00;1099900.00;Nie;praca i integracja spo≥eczna;Nie
Dzia≥aj dziú;GMINA I MIASTO MIECH”W/GMINNY OåRODEK POMOCY SPO£ECZNEJ W MIECHOWIE;1293345.12;1099337.52;Nie;brak;Nie
Aktywizacja zawodowa osÛb w wieku powyøej 29 roku øycia pozostajπcych bez pracy w powiecie kÍtrzyÒskim;POWIAT K TRZY—SKI/POWIATOWY URZ•D PRACY W K TRZYNIE;1293120.62;1099152.52;Nie;praca i integracja spo≥eczna;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie che≥miÒskim (II);POWIAT CHE£MI—SKI/POWIATOWY URZ•D PRACY W CHE£MNIE;1292239.00;1098403.15;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie lidzbarskim (II);POWIAT LIDZBARSKI/POWIATOWY URZ•D PRACY W LIDZBARKU WARMI—SKIM;1194846.67;1097944.61;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie koúciaÒskim (1);POWIAT KOåCIA—SKI/POWIATOWY URZ•D PRACY W KOåCIANIE;1302336.00;1097608.78;Nie;praca i integracja spo≥eczna;Nie
Wsparcie instytucjonalno-kadrowe Instytucji Poúredniczπcej Wielkopolskim Regionalnym Programem Operacyjnym na lata 2014-2020 dla Zintegrowanych Inwestycji Terytorialnych Aglomeracji Kalisko-Ostrowskiej;STOWARZYSZENIE AGLOMERACJA KALISKO-OSTROWSKA;1290647.06;1097050.00;Nie;brak;Nie
Autorski Program Aktywizacji Zawodowej APAZ +;K£OS SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;1290633.60;1097038.56;Nie;praca i integracja spo≥eczna;Tak
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie nakielskim (II);POWIAT NAKIELSKI/POWIATOWY URZ•D PRACY W NAKLE NAD NOTECI•;1290268.00;1096727.80;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb bezrobotnych, w tym zw≥aszcza znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie g≥ubczyckim (II);POWIAT G£UBCZYCKI/POWIATOWY URZ•D PRACY W G£UBCZYCACH;1290049.99;1096542.49;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie piÒczowskim (I);POWIAT PI—CZOWSKI/POWIATOWY URZ•D PRACY W PI—CZOWIE;1192600.00;1095900.00;Nie;praca i integracja spo≥eczna;Nie
M≥odzieø w drodze do zatrudnienia;"""O.K. CENTRUM J ZYK”W OBCYCH"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";1190473.68;1093926.26;Nie;praca i integracja spo≥eczna;Nie
Wsparcie osÛb m≥odych;MDDP SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• AKADEMIA BIZNESU SP. K.;1293523.01;1090181.19;Nie;praca i integracja spo≥eczna;Nie
