Name des Begünstigten,Ort,Bezeichnung des Vorhabens,Beginn des Vorhabens,Ende des Vorhabens,Gewährte öffentliche Beträge in EUR
Walter-Kolb-Stiftung e.V.,Frankfurt am Main,Quit - Qualifizierungsbeauftragte,01.03.2009 , 30.06.2010,"106.327,00"
Walter-Kolb-Stiftung e.V.,Frankfurt am Main,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"383.000,00"
Walter-Kolb-Stiftung e.V.,Frankfurt am Main,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"387.700,00"
WAUS gGmbH,Friedberg,Ausbildung in der Migration,01.01.2008 , 31.03.2011,"331.352,00"
WAUS gGmbH,Friedberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"181.106,00"
WAUS gGmbH,Friedberg,Ausbildung in der Migration,01.09.2008 , 28.02.2012,"416.122,00"
WAUS gGmbH,Friedberg,Perspektive II,01.09.2009 , 28.02.2011,"172.769,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"26.100,00"
"Volkswagen AG Volkswagen Akademie
Kassel",Baunatal,Studien und Modelle in der Bildung,01.10.2009 , 31.08.2013,"532.300,00"
Walter-Kolb-Stiftung e.V.,Frankfurt am Main,Quit - Qualifizierungsbeauftragte,01.03.2009 , 30.06.2010,"106.327,00"
Walter-Kolb-Stiftung e.V.,Frankfurt am Main,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"383.000,00"
Walter-Kolb-Stiftung e.V.,Frankfurt am Main,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"387.700,00"
WAUS gGmbH,Friedberg,Ausbildung in der Migration,01.01.2008 , 31.03.2011,"331.352,00"
WAUS gGmbH,Friedberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"181.106,00"
WAUS gGmbH,Friedberg,Ausbildung in der Migration,01.09.2008 , 28.02.2012,"416.122,00"
WAUS gGmbH,Friedberg,Perspektive II,01.09.2009 , 28.02.2011,"172.769,00"
WAUS gGmbH,Friedberg,Ausbildung in der Migration,01.09.2009 , 31.08.2012,"379.759,00"
WAUS gGmbH,Friedberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"182.114,00"
WAUS gGmbH,Friedberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"208.320,00"
WAUS gGmbH,Friedberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"184.864,00"
WAUS gGmbH,Friedberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"145.098,00"
Wege in den Beruf e.V.,Kassel,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"185.318,00"
Wege in den Beruf e.V.,Kassel,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"179.902,00"
Wege in den Beruf e.V.,Kassel,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"181.200,00"
Wege in den Beruf e.V.,Kassel,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"194.700,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,QuiT -Information und Transparenz,05.05.2008 , 30.04.2010,"1.768.604,00"
WAUS gGmbH,Friedberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"182.114,00"
WAUS gGmbH,Friedberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"208.320,00"
WAUS gGmbH,Friedberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"184.864,00"
WAUS gGmbH,Friedberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"145.098,00"
Wege in den Beruf e.V.,Kassel,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"185.318,00"
Wege in den Beruf e.V.,Kassel,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"179.902,00"
Wege in den Beruf e.V.,Kassel,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"181.200,00"
Wege in den Beruf e.V.,Kassel,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"194.700,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,QuiT -Information und Transparenz,05.05.2008 , 30.04.2010,"1.768.604,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,05.05.2008 , 31.12.2012,"2.330.000,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,01.01.2010 , 31.12.2013,"1.356.713,47"
Weiterbildung Hessen e.V.,Frankfurt am Main,QuiT -Information und Transparenz,01.01.2010 , 31.12.2013,"964.087,58"
Weiterbildung Hessen e.V.,Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,01.09.2009 , 30.09.2010,"80.970,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,QuiT -Information und Transparenz,16.08.2010 , 31.12.2013,"393.307,46"
Weiterbildung Hessen e.V.,Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,06.07.2011 , 31.12.2013,"92.526,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,QuiT -Information und Transparenz,01.01.2014 , 31.12.2014,"138.300,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,01.01.2014 , 30.06.2015,"425.300,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,QuiT -Information und Transparenz,01.01.2014 , 31.12.2014,"214.900,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,05.07.2012 , 31.03.2015,"2.914.136,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,01.01.2010 , 31.12.2013,"1.356.713,47"
Weiterbildung Hessen e.V.,Frankfurt am Main,QuiT -Information und Transparenz,01.01.2010 , 31.12.2013,"964.087,58"
Weiterbildung Hessen e.V.,Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,01.09.2009 , 30.09.2010,"80.970,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,QuiT -Information und Transparenz,16.08.2010 , 31.12.2013,"393.307,46"
Weiterbildung Hessen e.V.,Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,06.07.2011 , 31.12.2013,"92.526,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,QuiT -Information und Transparenz,01.01.2014 , 31.12.2014,"138.300,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,01.01.2014 , 30.06.2015,"425.300,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,QuiT -Information und Transparenz,01.01.2014 , 31.12.2014,"214.900,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,05.07.2012 , 31.03.2015,"2.914.136,00"
Weiterbildung Hessen e.V.,Frankfurt am Main,QuiT -Information und Transparenz,01.01.2015 , 30.06.2015,"60.000,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"83.512,00"
Werkhof Darmstadt e.V.,Darmstadt,Ausbildung in der Migration,01.01.2008 , 31.01.2012,"288.314,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"52.494,00"
Werkhof Darmstadt e.V.,Darmstadt,Ausbildung in der Migration,01.09.2008 , 30.09.2012,"286.098,00"
Werkhof Darmstadt e.V.,Darmstadt,Ausbildung in der Migration,01.09.2009 , 30.04.2013,"565.929,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"111.905,00"
Werkhof Darmstadt e.V.,Darmstadt,Ausbildung in der Migration,01.09.2010 , 31.12.2014,"466.300,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"137.089,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"133.132,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"83.512,00"
Werkhof Darmstadt e.V.,Darmstadt,Ausbildung in der Migration,01.01.2008 , 31.01.2012,"288.314,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"52.494,00"
Werkhof Darmstadt e.V.,Darmstadt,Ausbildung in der Migration,01.09.2008 , 30.09.2012,"286.098,00"
Werkhof Darmstadt e.V.,Darmstadt,Ausbildung in der Migration,01.09.2009 , 30.04.2013,"565.929,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"111.905,00"
Werkhof Darmstadt e.V.,Darmstadt,Ausbildung in der Migration,01.09.2010 , 31.12.2014,"466.300,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"137.089,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"133.132,00"
Werkhof Darmstadt e.V.,Darmstadt,Verbesserung des Ausbildungsumfeldes,01.01.2011 , 31.12.2012,"215.958,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"137.200,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"162.800,00"
Werkstatt Frankfurt e.V.,Frankfurt am Main,Qualifizierung in der Altenpflege,04.07.2011 , 31.12.2014,"1.975.300,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"307.614,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Ausbildung in der Migration,01.01.2008 , 31.07.2011,"268.883,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Perspektive II,01.07.2008 , 31.12.2010,"347.321,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"296.344,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Ausbildung in der Migration,01.09.2008 , 31.08.2012,"269.991,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Ausbildung in der Migration,01.09.2009 , 28.02.2014,"228.789,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"137.200,00"
Werkhof Darmstadt e.V.,Darmstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"162.800,00"
Werkstatt Frankfurt e.V.,Frankfurt am Main,Qualifizierung in der Altenpflege,04.07.2011 , 31.12.2014,"1.975.300,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"307.614,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Ausbildung in der Migration,01.01.2008 , 31.07.2011,"268.883,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Perspektive II,01.07.2008 , 31.12.2010,"347.321,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"296.344,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Ausbildung in der Migration,01.09.2008 , 31.08.2012,"269.991,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Ausbildung in der Migration,01.09.2009 , 28.02.2014,"228.789,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"288.956,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"289.097,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Ausbildung in der Migration,01.09.2010 , 28.02.2014,"226.895,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Fit für Ausbildung und Beruf (FAuB),18.10.2010 , 17.08.2011,"54.577,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"46.882,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Perspektive II,01.01.2012 , 31.12.2012,"76.135,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"250.184,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"34.250,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"191.810,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Perspektive II,01.01.2013 , 31.12.2013,"91.160,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"289.097,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Ausbildung in der Migration,01.09.2010 , 28.02.2014,"226.895,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Fit für Ausbildung und Beruf (FAuB),18.10.2010 , 17.08.2011,"54.577,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"46.882,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Perspektive II,01.01.2012 , 31.12.2012,"76.135,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"250.184,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"34.250,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"191.810,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,Perspektive II,01.01.2013 , 31.12.2013,"91.160,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"166.600,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"40.900,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"39.700,00"
Werra-Meißner-Kreis,Eschwege,Arbeitsmarktbudget,01.01.2014 , 31.03.2015,"191.800,00"
Wetteraukreis,Friedberg (Hessen),Arbeitsmarktbudget,01.01.2014 , 31.12.2014,"552.800,00"
Wirtschaftsförderung Bad Wildungen GmbH,Bad Wildungen,Qualifizierung von Beschäftigten in KMU,07.10.2009 , 30.09.2011,"137.109,00"
Wirtschaftsförderung Bergstraße GmbH,Heppenheim (Bergstraße),Quit - Qualifizierungsbeauftragte,01.07.2008 , 30.06.2010,"276.295,00"
Wirtschaftsförderung Bergstraße GmbH,Heppenheim (Bergstraße),Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"551.500,00"
Wirtschaftsförderung Bergstraße GmbH,Heppenheim (Bergstraße),Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"451.600,00"
"Wirtschaftsförderung und Regional-
management Waldeck-Frankenberg GmbH",Frankenberg,Quit - Qualifizierungsbeauftragte,01.07.2008 , 30.06.2010,"266.705,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"40.900,00"
"Werkstatt für junge Menschen Eschwege
e.V.",Eschwege,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"39.700,00"
Werra-Meißner-Kreis,Eschwege,Arbeitsmarktbudget,01.01.2014 , 31.03.2015,"191.800,00"
Wetteraukreis,Friedberg (Hessen),Arbeitsmarktbudget,01.01.2014 , 31.12.2014,"552.800,00"
Wirtschaftsförderung Bad Wildungen GmbH,Bad Wildungen,Qualifizierung von Beschäftigten in KMU,07.10.2009 , 30.09.2011,"137.109,00"
Wirtschaftsförderung Bergstraße GmbH,Heppenheim (Bergstraße),Quit - Qualifizierungsbeauftragte,01.07.2008 , 30.06.2010,"276.295,00"
Wirtschaftsförderung Bergstraße GmbH,Heppenheim (Bergstraße),Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"551.500,00"
Wirtschaftsförderung Bergstraße GmbH,Heppenheim (Bergstraße),Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"451.600,00"
"Wirtschaftsförderung und Regional-
management Waldeck-Frankenberg GmbH",Frankenberg,Quit - Qualifizierungsbeauftragte,01.07.2008 , 30.06.2010,"266.705,00"
"Wirtschaftsförderung und Regional-
management Waldeck-Frankenberg GmbH",Frankenberg,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"329.200,00"
"Wirtschaftsförderung und Regional-
management Waldeck-Frankenberg GmbH",Frankenberg,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"289.300,00"
"Wirtschaftsförderungsgesellschaft Werra-
Meißner-Kreis mbH",Eschwege,Quit - Qualifizierungsbeauftragte,01.07.2008 , 30.06.2010,"166.354,00"
"Wirtschaftsförderungsgesellschaft Werra-
Meißner-Kreis mbH",Eschwege,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"363.100,00"
"Wirtschaftsförderungsgesellschaft Werra-
Meißner-Kreis mbH",Eschwege,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"171.800,00"
Wissenschaftsstadt Darmstadt,Darmstadt,Arbeitsmarktbudget,01.01.2014 , 31.12.2014,"621.400,00"
Wurzelwerk gGmbH,Groß-Umstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"224.915,00"
Wurzelwerk gGmbH,Groß-Umstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"222.200,00"
Wurzelwerk gGmbH,Groß-Umstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"232.863,00"
Wurzelwerk gGmbH,Groß-Umstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"219.562,00"
"Wirtschaftsförderung und Regional-
management Waldeck-Frankenberg GmbH",Frankenberg,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"289.300,00"
"Wirtschaftsförderungsgesellschaft Werra-
Meißner-Kreis mbH",Eschwege,Quit - Qualifizierungsbeauftragte,01.07.2008 , 30.06.2010,"166.354,00"
"Wirtschaftsförderungsgesellschaft Werra-
Meißner-Kreis mbH",Eschwege,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"363.100,00"
"Wirtschaftsförderungsgesellschaft Werra-
Meißner-Kreis mbH",Eschwege,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"171.800,00"
Wissenschaftsstadt Darmstadt,Darmstadt,Arbeitsmarktbudget,01.01.2014 , 31.12.2014,"621.400,00"
Wurzelwerk gGmbH,Groß-Umstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"224.915,00"
Wurzelwerk gGmbH,Groß-Umstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"222.200,00"
Wurzelwerk gGmbH,Groß-Umstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"232.863,00"
Wurzelwerk gGmbH,Groß-Umstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"219.562,00"
Wurzelwerk gGmbH,Groß-Umstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"184.144,00"
Wurzelwerk gGmbH,Groß-Umstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"126.055,00"
Zaug GmbH,Gießen,Ausbildung in der Migration,01.01.2008 , 17.09.2011,"339.214,00"
Zaug GmbH,Gießen,Perspektive II,16.10.2008 , 15.10.2009,"87.471,00"
Zaug GmbH,Gießen,Ausbildung in der Migration,01.08.2008 , 31.07.2012,"206.678,00"
Zaug GmbH,Gießen,Ausbildung in der Migration,01.08.2009 , 31.01.2013,"425.045,00"
Zaug GmbH,Gießen,Impulse der Arbeitsmarktpolitik,01.10.2009 , 30.09.2011,"119.880,00"
Zaug GmbH,Gießen,Ausbildung in der Migration,01.08.2010 , 31.01.2014,"412.200,00"
Zaug GmbH,Gießen,Perspektive II,01.10.2010 , 31.12.2013,"393.516,00"
Zaug GmbH,Gießen,Verbesserung des Ausbildungsumfeldes,01.05.2010 , 31.07.2013,"484.156,00"
Wurzelwerk gGmbH,Groß-Umstadt,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"126.055,00"
Zaug GmbH,Gießen,Ausbildung in der Migration,01.01.2008 , 17.09.2011,"339.214,00"
Zaug GmbH,Gießen,Perspektive II,16.10.2008 , 15.10.2009,"87.471,00"
Zaug GmbH,Gießen,Ausbildung in der Migration,01.08.2008 , 31.07.2012,"206.678,00"
Zaug GmbH,Gießen,Ausbildung in der Migration,01.08.2009 , 31.01.2013,"425.045,00"
Zaug GmbH,Gießen,Impulse der Arbeitsmarktpolitik,01.10.2009 , 30.09.2011,"119.880,00"
Zaug GmbH,Gießen,Ausbildung in der Migration,01.08.2010 , 31.01.2014,"412.200,00"
Zaug GmbH,Gießen,Perspektive II,01.10.2010 , 31.12.2013,"393.516,00"
Zaug GmbH,Gießen,Verbesserung des Ausbildungsumfeldes,01.05.2010 , 31.07.2013,"484.156,00"
Zaug GmbH,Gießen,Qualifizierung von Beschäftigten in KMU,01.09.2011 , 29.02.2012,"21.015,00"
Zaug GmbH,Gießen,Impulse der Arbeitsmarktpolitik,01.10.2011 , 31.12.2014,"61.700,00"
Zaug GmbH,Gießen,Qualifizierung in der Altenpflege,15.01.2013 , 31.12.2014,"503.300,00"
Zentrum für Weiterbildung gGmbH,Frankfurt am Main,Ausbildung in der Migration,01.01.2008 , 31.03.2011,"293.180,00"
Zentrum für Weiterbildung gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"134.621,00"
Zentrum für Weiterbildung gGmbH,Frankfurt am Main,Ausbildung in der Migration,15.08.2008 , 31.12.2011,"338.475,00"
Zentrum für Weiterbildung gGmbH,Frankfurt am Main,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"91.283,00"
Zentrum für Weiterbildung gGmbH,Frankfurt am Main,Ausbildung in Partnerschaften,05.05.2008 , 31.08.2011,"98.558,00"
Zentrum für Weiterbildung gGmbH,Frankfurt am Main,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"99.019,00"
