Name des Begünstigten ,Bezeichnung des Vorhabens,Zusammenfassung des Vorhabens ,Beginn des Vor-habens ,Ende des Vor-habens ,Gesamtbetrag der förderfähigen Ausgaben des Vorhabens ,Unions-Kofinan- zierungssatz  pro Prioritäts-achse  ,Postleitzahl des Vorhabens ,Land ,Bezeichnung der Interventionskategorie
Kreisjugendring Nordhausen e.V.,Maßnahmen zur Senkung des Anteils der SchülerInnen ohne Schulabschluss in der RS Am Förstemannweg und G.E. Lessing in Nordhausen,"Das Projekt zur Senkung des Anteils von Schülerinnen und Schülern ohne Schulabschluss  zielt an der Staatlichen Regelschule „Am Förstemannweg“ und der Staatlichen Regelschule  „G.E. Lessing“ darauf ab, die Lern- und Lebenskompetenzen der Heranwachsenden durch  geeignete Maßnahmen zu erhöhen. Hierzu dienen unter anderem einzelne Angebote oder  auch Projekte, die nicht zur reinen Erfüllung der Schulpflicht beitragen, sondern durch ihren  besonders motivierenden, fordernden, entschleunigenden etc. Charakter dem Lernen in der  Schule für die betroffenen Schulerlnnen wieder einen zukunftsgerichteten Focus geben sollen.  Insbesondere in den Sozialräumen dieser Schulen befinden sich viele sozialschwache  Familien oder auch Menschen mit Migrationshintergrund. All diese Gruppen weisen eine große  Heterogenität in den subjektiven Erfordernissen an die Schule und LehrerInnen auf. Derzeit  gibt es nur wenige Aktivitäten jenseits der traditionellen Beschulung, die den Kreisauflauf aus  Lernmüdigkeit, schlechten Noten und Motivationslosigkeit durchbrechen. Ganztagsangebote  im Nachmittagsbereich oder im Tagesablauf in kleinen Lerngruppen sollen entstehen, die auch  ganz kleine und alltagspraktische Themen mit oft großen Auswirkungen auf das Lernen (z.B.  Hefterführung) thematisieren. Natürlich spielen vor allem auch Angebote der  Selbstwertstärkung und Selbstwahrnehmung im Bereich der „Soft-Skill-Trainings“ eine  wichtige Rolle. Darüber hinaus sind ebenso die Eltern eine wichtige Zielgruppe, um deren  Erziehungskompetenzen zu stärken. In Bezug auf die Lehrerschaft und Schulleitung wird es  Fortbildungen/Coaching geben, wodurch bestehende Prozesse überdacht werden und  nachhaltig positive Veränderungen in der Schuistruktur erzielt werden.  Alle Ziele und Maßnahmen beziehen sich präventiv oder situativ vorerst auf alle Schüler und  Eltern der Regelschulen. Begonnen wird bereits in der Klassenstufe 5. Zu diesem Zeitpunkt  ist die spätere Zielgruppe noch nicht genau bekannt, da sich spezifische Problematiken  oftmals erst später einstellen. Bei konkreten Hinweisen und Anzeichen auf Gefährdung des  Schulabschlusses werden die Maßnahmen schülerspezifisch intensiviert. Beide Schulen  entwickeln innerhalb dieses Projektes eigene Wege, um die Freude der Schüler an dem  Neuen, am Lernen, am Kämpfen für einen guten Schulabschluss wiederzubeleben oder aber  ganz neu zu wecken. Dies respektiert vor allem die ganz eigenen Sichtweisen der Schulen  und der dort Tätigen aber stellt auch einen hervorragenden Mehrwert für das Projekt dar. „Best  practice“-Erfahrungen können so zeitnah ausgetauscht und im besten Fall in der jeweiligen  anderen Schule übernommen werden.",01.01.2016,31.07.2018,"326.780,05",80.00%,"99734 Nordhausen, Thür",DE,"Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
Krieger und Schramm GmbH & Co KG Bauunternehmen,Beratung durch selbständige Unternehmensberater in den Bereichen Unternehmenswachstum und Wettbewerbsfähigkeit,Beratung durch selbständige Unternehmensberater – Intensivberatung und Prozessbegleitung,03.09.2015,15.11.2015,"20.090,00",80.00%,"37351 Dingelstädt, Eichsfeld",DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Köhnke Dienstleistungen GmbH,Beratung durch selbständige Unternehmensberater im Bereich Unternehmenswachstum und Wettbewerbsfähigkeit,Beratung durch selbständige Unternehmensberater – Intensivberatung und Prozessbegleitung,17.03.2015,30.09.2015,"4.410,00",80.00%,98646 Hildburghausen,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Köhnke Dienstleistungen GmbH,Beratung durch selbständige Unternehmensberater in den Bereichen Unternehmenswachstum und Wettbewerbsfähigkeit,Beratung durch selbständige Unternehmensberater – Intensivberatung und Prozessbegleitung,01.04.2016,31.07.2016,"4.410,00",80.00%,98646 Hildburghausen,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
L & K Land- und Kraftfahrzeugtechnik GmbH,Beratung durch selbständige Unternehmensberater in den Bereichen Unternehmenswachstum und Wettbewerbsfähigkeit,Beratung durch selbständige Unternehmensberater – Intensivberatung und Prozessbegleitung,15.09.2015,31.01.2016,"6.900,00",80.00%,99326 Stadtilm,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
L&W Association Inh. Jens Wipprich,Beratung durch selbständige Unternehmensberater,Beratung durch selbständige Unternehmensberater – Intensivberatung und Prozessbegleitung,04.09.2015,15.11.2015,"17.700,00",80.00%,07745 Jena,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
LASER Blechbe- & - verarbeitungs GmbH,Beratung durch selbständige Unternehmensberater im Bereich Personal und Organisation,Beratung durch selbständige Unternehmensberater – Intensivberatung und Prozessbegleitung,12.12.2014,31.10.2015,"13.425,00",80.00%,07551 Gera,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
LASER Blechbe- & - verarbeitungs GmbH,Beratung durch selbständige Unternehmensberater im Bereich Kooperation von Unternehmen,Beratung durch selbständige Unternehmensberater – Intensivberatung und Prozessbegleitung,24.02.2016,31.10.2016,"13.425,00",80.00%,07551 Gera,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
LCP-LASER-CUT-PROCESSING GmbH Laseranwendungszentrum,"Beratung durch selbständige Unternehmensberater in den Bereichen Produktportfolio, Marktanalyse und Marketing",Beratung durch selbständige Unternehmensberater – Intensivberatung und Prozessbegleitung,05.12.2014,15.11.2015,"9.100,00",80.00%,07586 Kraftsdorf,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
LIGA der Freien Wohlfahrtspflege in Thüringen e.V.,Kompetenzzentrum Strategische Sozialplanung,"Die LIGA der Freien Wohlfahrtspflege beabsichtigt im Rahmen des Vorhabens die  Unterstützungsaktivitäten für die in ihr organisierten Leistungserbringer mittels eines mit zwei VZÄ  besetzten Kompetenzzentrums auszuweiten. Insbesondere sollen diese Angebote bei der Entwicklung  und Umsetzung verbandsübergreifender Strategien unterstützen, welche zu einer besseren Mitwirkung  von Freien Trägern an integrierten Planungsprozessen führen, die strategische Angebotsgestaltung  ermöglichen, sowie die Abstimmung und Vernetzung der sozialen Angebote und Dienstleistungen vor  Ort im Rahmen lokaler bzw. kommunaler Armutspräventionsstrategien verbessern. Zu diesem Zwecke  wird eine fachliche Qualifizierung, Beratung und Vernetzung der Freien Träger vor Ort seitens des  Projektes umgesetzt.  Die grundlegenden Projektziele liegen erstens in der Erhöhung der Kompetenz lokaler Akteure in der  Armutsprävention, sowie zweitens in der Entwicklung und Umsetzung lokaler Strategien zur besseren  Abstimmung der Angebote der Sozialinfrastruktur durch Strategische Planung in den Landkreisen und  kreisfreien Städten unter Beteiligung der lokalen Leistungserbringer der Freien Wohlfahrtspflege. Die  operative Umsetzung der benannten strategischen Ziele erfolgt über die beiden Teilziele Fachliche  Unterstützung und Beratung Freier Träger der Wohlfahrtspflege sowie Qualifizierung Freier Träger  der Wohlfahrtspflege. Hierfür stellen die beiden MitarbeiterInnen des Kompetenzzentrums ein  umfassendes Unterstützungsangebot für die Leistungserbringer vor Ort bereit.",01.01.2015,31.12.2016,"244.966,68",80.00%,99096 Erfurt,DE,"Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
LMB-Konradi GmbH & Co. KG,"Beratung durch selbständige Unternehmensberater in den Bereichen Produktporfolio, Marktanalysen und Marketing",Beratung durch selbständige Unternehmensberater – Intensivberatung und Prozessbegleitung,30.07.2015,31.01.2016,"12.040,00",80.00%,37308 Heilbad Heiligenstadt,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
LWF GmbH (Langensalzaer Werkzeug- und Formenbau GmbH),Beratung durch selbständige Unternehmensberater im Bereich Unternehmenswachstum und Wettbewerbsfähigkeit,Beratung durch selbständige Unternehmensberater – Intensivberatung und Prozessbegleitung,16.03.2015,15.11.2015,"3.150,00",80.00%,99947 Bad Langensalza,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
LWF GmbH (Langensalzaer Werkzeug- und Formenbau GmbH),Beratung durch selbständige Unternehmensberater in den Bereichen Unternehmenswachstum und Wettbewerbsfähigkeit,Beratung durch selbständige Unternehmensberater – Intensivberatung und Prozessbegleitung,14.04.2016,31.10.2016,"3.150,00",80.00%,99947 Bad Langensalza,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Lack-and-More GbR Mario Thrien und Sebastian Funke,Beratung durch selbständige Unternehmensberater in den Bereichen Unternehmenswachstum und Wettbewerbsfähigkeit,Beratung durch selbständige Unternehmensberater – Intensivberatung und Prozessbegleitung,21.12.2015,30.04.2016,"10.800,00",80.00%,37308 Heilbad Heiligenstadt,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Landesentwicklungsgesellschaft Thüringen mbH (LEG Thüringen),Thüringer Agentur für Fachkräftegewinnung (ThAFF)  Landesweite Einrichtung zur Unterstützung der Fachkräftegewinnung,Landesweite Einrichtung zur Unterstützung der Fachkräftegewinnung  (Beratungs-RL),01.01.2015,31.12.2015,"2.060.517,87",80.00%,99084 Erfurt,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Landesjugendring Thüringen e.V.,Thüringen Jahr 2014/2015 mit 80 Teilnehmenden,Freiwilliges Soziales Jahr,01.09.2014,31.08.2015,"667.708,79",80.00%,99084 Erfurt,DE,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege"
Landesjugendring Thüringen e.V.,Thüringen Jahr 2015/2016 mit 80 Teilnehmenden,Freiwilliges Soziales Jahr,01.09.2015,31.08.2016,"671.474,24",80.00%,99084 Erfurt,DE,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege"
Landessportbund Thüringen e.V.,Umsetzung des Thüringen Jahres in den Thüringer Sportstrukturen mit 26 Teilnehmern,Freiwilliges Soziales Jahr,01.09.2014,31.08.2015,"214.617,08",80.00%,99096 Erfurt,DE,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege"
Landessportbund Thüringen e.V.,Umsetzung des Thüringen Jahres in den Thüringer Sportstrukturen mit 26 Teilnehmern,Freiwilliges Soziales Jahr,01.09.2015,31.08.2016,"216.479,27",80.00%,99096 Erfurt,DE,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege"
Landesverband des Kraftfahrzeug gewerbes Thüringen e.V.,Beratung durch organisationseigene Berater im Handwerk,Beratung durch organisationseigene Berater im Handwerk,01.01.2015,31.12.2015,"81.686,36",80.00%,99085 Erfurt,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Landesverband des Kraftfahrzeug gewerbes Thüringen e.V.,Beratung durch organisationseigene Berater im Handwerk,Beratung durch organisationseigene Berater im Handwerk,01.01.2016,31.12.2016,"83.198,36",80.00%,99085 Erfurt,DE,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Landesvereinigung Kulturelle Jugendbildung Thüringen e. V.,"Maßnahme zur Persönlichkeitsstärkung von benachteiligten Schülerinnen und Schülern sowie korrespondierende Fortbildung von Lehrkräften   BOx - stärkenorientiert, gendersensibel und vielfältig","BOx ist ein Projekt zur Berufsørientierung (BO) mit x verschiedenen Modulen, die individuell für heterogene Gruppen zu einem BOx-Angebot zusammengestellt werden können. Dieses BOx-Modul-System ermöglicht die Erstellung von passgenauen BD-Angeboten für jede Gruppe entsprechend der individuellen Bedarfe sowie der kognitiven und soziokulturellen Voraussetzungen der teilnehmenden Jugendlichen in ihren verschiedenen B0-Entwicklungsphasen. Die Inhalte der BOx-Module werden mit spielpädagogischen und handlungsorientierten Methoden verwirklicht.  Leitziel ist die Stärkung der Selbst- und Sozialkompetenzen von Schülerinnen und Schüler an weiterführenden allgemeinbildenden Schulen in Thüringen sowie die Erweiterung ihrer individuellen Berufswahl- und Lebensgestaltungskompetenzen. Neben persönlichkeitsstärkenden Kompetenzen, wie etwa Selbstvertrauen, Ambiguitätskompetenz und Kritikfähigkeit, wird die persönliche Resilienz von Jugendlichen gezielt unterstützt. Davon profitieren insbesondere vielfältig benachteiligte Jugendliche. Durch Maßnahmen zur Teamstärkung, Empathie und Antidiskriminierung wird zudem auf ein empathisches Miteinander in heterogenen Gruppen eingewirkt, um benachteiligte Jugendliche in ihrer Peergraup zu stärken.  Um dies zu erreichen und eine nachhaltige Wirkung in den jeweiligen Schulen zu ermöglichen, wird das BOx Projekt eng in die schulischen 60-Konzepte eingebunden. Die Passgenauigkeit der einzelnen BOx-Angebote zu anderen 60-Tätigkeiten der Schule wird über die Differenzierung der einzelnen BOx-Module nach den im Thüringer Berufswahl-Kompetenzmodell beschriebenen Kompetenzbereichen (Dimensionen) Wissen, Motivation und Handlung erreicht. Systematisch kann somit aus den jeweiligen schulischen B0-Konzepten abgeleitet werden, welche BOx-Angebote wann, mit welchen Gruppen und mit welchen Zielstellungen an den Schulen ergänzend zu den Maßnahmen nach 2.2.1 und 2.2.2 der Schulförderrichtlinie durchgeführt werden. Um darüber hinaus eine Anpassung der BOx-Module an die jeweils individuellen Voraussetzungen der Teilnehmenden innerhalb einer heterogenen Gruppe zu ermöglichen, werden die Jugendlichen in verschiedene Zielgruppen nach ihrem Entwicklungsstand im Berufswahlprozess (Entwicklungsphasen der Berufswahlkompetenz) unterschieden. Über den angestrebten langfristigen jahrgangsüber-greifenden Kontakt zu den Jugendlichen in ihren jeweiligen Schulen kann deren Entwicklung begleitet, gemeinsam reflektiert und motivational gearbeitet werden.  Im Sinne der Nachhaltigkeit ist es zudem Ziel, beteiligten Lehrkräften Möglichkeiten zu eröffnen, sich in Fortbildungen intensiver mit den Themen und Methoden der BOx-Module, der Querschnittsbildungsziele Gendersensibilität und Inklusion sowie der gezielten Arbeit mit benachteiligten Jugendlichen in heterogenen Gruppen auseinanderzusetzen.  Die Schülerinnen und Schüler sichern anhand von Arbeitsblättern erarbeitetes Wissen sowie ihre neuen Ideen und Gedanken zur Reflexion. Sie diskutieren eigene Handlungsoptionen und notieren und gestalten ihre weiteren Schritte für den persönlichen Lebensweg und Berufswahlplan. Diese Arbeitsmaterialien zeigen den Wissens-, Handlungsfähigkeits- bzw. Motivationsstand der Jugendlichen am Ende einer BOx Maßnahme.  Sie sind ein guter Anknüpfungspunkt für weitere B0-Maßnahmen. Zudem werden auch die Rückmeldungen aus den BOx-Projekttagen und den Auswertungsgesprächen mit den beteiligten Pädagoginnen und Pädagogen verschriftlicht und ausgewertet. Wir erwarten, dass in diesen Auswertungen der Teilnehmenden ein Zuwachs an den im Mittelpunkt des spezifischen BOx-Angebotes stehenden Wissens, der Handlungsfähigkeiten und Motivation erkennbar ist. Über die Inhalte und Ergebnisse der spezifischen BOx Projekte erhalten die Teilnehmenden im Anschluss eine Teilnahmebestätigung.  Das Projekt BOx wird in der Zeit vom 01.09.2015 bis zum 31.07.2017 an Th. Schulen aller Schularten mit ca. 700 Schülern und 25 Lehrkräften durchgeführt.",21.09.2015,31.07.2017,"413.108,07",80.00%,99084 Erfurt,DE,"Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
