Name des Begünstigten,Bezeichnung des Vorhabens,Zusammenfassung des Vorhabens,Datum des Beginns des Vorhabens,Datum des Endes des Vorhabens,Gesamtbetrag der förderfähigen Ausgaben des Vorhabens,Unions-Kofinanzierungssatz pro Prioritätsachse,Durchführungsort des Vorhabens,Landkreis,Land,Bezeichnung der Interventionskategorie für das Vorhaben,Förderrichtlinie,Fördergegenstand
KREISEL GmbH & Co. KG,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,04.05.2015,24.07.2015,110,80,Krauschwitz,Görlitz,D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
KREISEL GmbH & Co. KG,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,14.03.2016,18.03.2016,110,80,Krauschwitz,Görlitz,D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
Kreisjugendring Erzgebirgee.V.,"""Stärken stärken! Handlungskompetenz von Heranwachsenden individuell stärken und fördern.""","Das Projekt Stärken stärken an der Oberschule Bergstadt Schneeberg richtet sich an Schüler/innen mit erhöhten sozialpädagogischen Unterstützungsbedarf. Das Hauptziel auch in der zukünftigen Arbeit ist die Entwicklung, Stärkung und Förderung individueller Handlungskompetenzen und die in den vier Kompetenzkategorien Methoden-, Sozial- und Selbst- und Fachkompetenz erlangten Werte, Erkenntnisse und Verhaltensweisen in beruflichen, gesellschaftlichen sowie privaten Lern- und Lebensbereichen zielorientiert umzusetzen. Die sozialpädagogische Arbeit an der Schule bedient sich vor allem der Einzelfallhilfe sowie aus dem Einzelfall zurückzuführende Gruppen- und Projektarbeiten. Die intensive Förderung der betroffenen Schüler/innen im schulischen, sozialen sowie im familiären Bereich soll ihre Persönlichkeitsentwicklung positiv beeinflussen und einen guten Start ins Berufsleben ermöglichen. Weiterhin werden die Toleranz gegenüber Minderheiten und anderen Kulturen gefördert.",18.12.2014,24.06.2015,"16346,94",80,"Schneeberg, Stadt",Erzgebirgskreis,D,"Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird",Konfliktlösung und Entwicklung sozialer Kompetenzen/ ESF 14-20,Sozialpädagogische Vorhaben/Kompetenzentwicklung
kreITiv GmbH,Infomation Security Foundation (2016) praxisnahes Basiswissen a. d. Gebiet d. Informationssicherheit ISO/IEC 27000 ff,Infomation Security Foundation (2016) praxisnahes Basiswissen a. d. Gebiet d. Informationssicherheit ISO/IEC 27000 ff,23.02.2016,11.06.2016,1426,80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Kristin Grahl,Visagistenausbildung,Visagistenausbildung,18.08.2015,08.03.2016,"973,4",80,"Riesa, Stadt",Meißen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Kristin Neukranz,Hypnosetherapeutin,Hypnosetherapeutin,16.03.2015,30.09.2017,1150,80,"Leipzig, Stadt","Leipzig, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Kristin Theil,Gründungsberatung zur Ausweitung eines Nebenerwerbs zum Vollerwerb im Bereich Personal-Coaching/ Psychologische Beratung,"Das Vorhaben beinhaltet eine Beratung zu wirtschaftlichen, technischen, finanziellen bzw. organisatorischen Fragen mit dem Ziel des erfolgreichen Starts in die Selbständigkeit.",18.05.2015,08.07.2015,4000,80,"Leipzig, Stadt","Leipzig, Kreisfreie Stadt",D,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen",Gründungsberatung - ESF 2014-2020,Gründungsberatung ESF 2014-2020
Kristin Theil,Schematherapie-Curriculum,Schematherapie-Curriculum,22.12.2015,05.12.2016,400,80,"Leipzig, Stadt","Leipzig, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Kristina Dietrich,Ausbildung zum Bewegungspädagogen für die Pilates Methoden,Ausbildung zum Bewegungspädagogen für die Pilates Methoden,26.11.2015,30.04.2017,1375,80,"Leipzig, Stadt","Leipzig, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Kristina Hammitzsch,Technologiegründerstipendium zur Herstellung von Hard- und Software zur Fahrzeugdatenanalyse,Technologiegründerstipendium zur Herstellung von Hard- und Software zur Fahrzeugdatenanalyse,01.03.2015,29.02.2016,25000,80,"Leipzig, Stadt","Leipzig, Kreisfreie Stadt",D,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen",Unternehmensgründungen aus der Wissenschaft - ESF 2014-2020,Technologiegründerstipendium
Kristina Kunz,Trainer Krisenintervention,Trainer Krisenintervention,18.03.2015,30.10.2015,5580,80,"Dresden, Stadt","Dresden, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
KS auditing GmbHWirtschaftsprüfungsgesell-schaft,Vorbereitungslehrgang für die Fortbildungsprüfung zur Fachassistentin Lohn und Gehalt 2016,Vorbereitungslehrgang für die Fortbildungsprüfung zur Fachassistentin Lohn und Gehalt 2016,25.11.2015,31.01.2017,1302,80,"Radebeul, Stadt",Meißen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
KSC Kraftwerks- ServiceCottbus Anlagenbau GmbH,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,24.08.2015,05.08.2016,10846,80,"Görlitz, Stadt",Görlitz,D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
KSC Kraftwerks- ServiceCottbus Anlagenbau GmbH,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,01.02.2015,21.08.2015,3850,80,"Görlitz, Stadt",Görlitz,D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
KSE Bautenschutz GmbHAnstrich und Industriebeschichtung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,02.02.2015,31.08.2015,2816,80,"Leipzig, Stadt","Leipzig, Kreisfreie Stadt",D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
KSG Bau GmbH Lampertswalde,Bachelor of Arts - Unternehmensführung,Bachelor of Arts - Unternehmensführung,28.05.2015,28.03.2018,6944,80,Lampertswalde,Meißen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
KUBB GmbH,"Flammrichten Modul 1 (Grundkurs) allgemeiner Baustahl bis S355 + Flammrichten Modul 2 Feinkornbaustahl, CrNi-Stahl","Flammrichten Modul 1 (Grundkurs) allgemeiner Baustahl bis S355 + Flammrichten Modul 2 Feinkornbaustahl, CrNi-Stahl",07.01.2015,21.06.2015,"2058,4",80,Bretnig-Hauswalde,Bautzen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
KUBB GmbH,Lehrgang Schweißaufsicht Zusatzausbildung für das Schweißen von Aluminium nach Richtlinie 1179,Lehrgang Schweißaufsicht Zusatzausbildung für das Schweißen von Aluminium nach Richtlinie 1179,07.01.2015,09.11.2015,"1075,7",80,Bretnig-Hauswalde,Bautzen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
KUBB GmbH,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,02.02.2015,31.08.2015,1386,80,Bretnig-Hauswalde,Bautzen,D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
KUBENS Ingenieurgesellschaft mbH,Bau-Geo AutoCAD Civil 3D (Aufbauschulung),Bau-Geo AutoCAD Civil 3D (Aufbauschulung),24.07.2015,18.01.2016,1800,80,"Leipzig, Stadt","Leipzig, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
KUBENS Ingenieurgesellschaft mbH,Grundlagen AutoCAD Civil 3D,Grundlagen AutoCAD Civil 3D,16.04.2015,25.07.2015,1800,80,"Leipzig, Stadt","Leipzig, Kreisfreie Stadt",D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Kübler & NiethammerPapierfabrik Kriebstein AG,Ausbildungslehrgang zum geprüften Kesselwärter,Ausbildungslehrgang zum geprüften Kesselwärter,12.06.2015,11.01.2016,"1323,7",80,Kriebstein,Mittelsachsen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Kübler & NiethammerPapierfabrik Kriebstein AG,MESSDAS-Schulung Kraftwerk,MESSDAS-Schulung Kraftwerk,02.09.2015,28.03.2016,1550,80,Kriebstein,Mittelsachsen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Kübler & NiethammerPapierfabrik Kriebstein AG,MS Excel,MS Excel,08.06.2015,31.01.2016,"1103,6",80,Kriebstein,Mittelsachsen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Kübler & NiethammerPapierfabrik Kriebstein AG,SIMATIC PCS 7 AS-Engineering,SIMATIC PCS 7 AS-Engineering,06.05.2015,23.09.2015,3441,80,Kriebstein,Mittelsachsen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Kübler & NiethammerPapierfabrik Kriebstein AG,SIMATIC PCS 7 AS-Engineering,SIMATIC PCS 7 AS-Engineering,06.05.2015,19.03.2016,3441,80,Kriebstein,Mittelsachsen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Kübler & NiethammerPapierfabrik Kriebstein AG,SIMATIC System-Umsteigerkurs auf SIMATIC S7-1500 im TIA Portal,SIMATIC System-Umsteigerkurs auf SIMATIC S7-1500 im TIA Portal,15.02.2016,07.05.2016,"2343,6",80,Kriebstein,Mittelsachsen,D,"Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel",Förderung der beruflichen Weiterbildung,"Weiterbildungsscheck, betrieblich"
Kübler & NiethammerPapierfabrik Kriebstein AG,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,01.08.2015,31.07.2016,5148,80,Kriebstein,Mittelsachsen,D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
Kübler & NiethammerPapierfabrik Kriebstein AG,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,01.02.2015,31.07.2015,2244,80,Kriebstein,Mittelsachsen,D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
Kugel- und RollenlagerwerkLeipzig GmbH,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,10.08.2015,16.10.2015,220,80,"Leipzig, Stadt","Leipzig, Kreisfreie Stadt",D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
Kugel- und RollenlagerwerkLeipzig GmbH,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,01.02.2016,01.05.2016,330,80,"Leipzig, Stadt","Leipzig, Kreisfreie Stadt",D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
