Projektas,Kodas,Pareiškėjas/ Vykdytojas,Paraiškos būsena,Projekto vertė paraiškoje,Prašomas finansavimas,Projekto išlaidų suma,Finansavimas,Išmokėta finansavimo suma,Sutarties pasirašymo data
Vandentiekio ir nuotekų tinklų plėtra Kuršėnuose (III statybos eilės užbaigiamieji darbai),05.3.2-APVA-V-013-01-0003,"Uždaroji akcinė bendrovė ""Kuršėnų vandenys""",Įgyvendinimas,679829.36,645837.89,679829.36,645837.89,0,2016-06-16
LEPŠIŲ VANDENVIETĖS REKONSTRUKCIJA IR VANDENS GERINIMO ĮRENGINIŲ STATYBA,05.3.2-APVA-V-013-01-0004,"Uždaroji akcinė bendrovė ""Šiaulių vandenys""",Baigtas įgyvendinti,1984673.51,1885439.83,1984673.51,1885439.83,0,2016-06-10
"Vandens tiekimo ir nuotekų tvarkymo infrastruktūros plėtra Kretingos rajone (Jokūbave, Grūšlaukėje ir Salantuose)",05.3.2-APVA-V-013-01-0005,"Uždaroji akcinė bendrovė ""Kretingos vandenys""",Įgyvendinimas,5414698.4,5143963.48,5414698.4,5143963.48,0,2016-06-29
Vandens tiekimo ir nuotekų tvarkymo infrastruktūros plėtra Vilniaus rajone (Paberžėje ir Anavilyje),05.3.2-APVA-V-013-01-0006,"Uždaroji akcinė bendrovė ""Nemenčinės komunalininkas""",Įgyvendinimas,3880690.69,3672228.2,3880690.69,3672228.2,0,2016-06-08
"Vandens tiekimo ir nuotekų tvarkymo infrastruktūros plėtra Vilniaus rajone (Skaidiškėse, Marijampolyje, Rukainiuose)",05.3.2-APVA-V-013-01-0007,"Uždaroji akcinė bendrovė ""Nemėžio komunalininkas""",Įgyvendinimas,6013369.71,5693738.88,6013369.71,5693738.88,0,2016-06-30
Vandens tiekimo ir nuotekų tvarkymo infrastruktūros plėtra Kazlų Rūdos mieste ir Jūrės kaime,05.3.2-APVA-V-013-01-0008,"Uždaroji akcinė bendrovė ""Kazlų Rūdos komunalininkas""",Įgyvendinimas,1332951.86,1213077.38,1332951.86,1213077.38,0,2016-06-27
Radviliškio miesto vandens gerinimo įrenginių rekonstrukcija,05.3.2-APVA-V-013-01-0009,"Uždaroji akcinė bendrovė ""Radviliškio vanduo""",Įgyvendinimas,1441703.14,1369617.98,1441703.14,1367518.73,0,2016-07-12
Vandens tiekimo ir nuotekų tvarkymo infrastruktūros plėtra Klaipėdos mieste ir rajone ,05.3.2-APVA-V-013-01-0010,"Akcinė bendrovė ""KLAIPĖDOS VANDUO""",Baigtas įgyvendinti,4211853.18,3999240.67,4211853.18,3999240.67,0,2016-06-27
Vandens tiekimo ir nuotekų tvarkymo infrastruktūros renovavimas ir plėtra Panevėžio rajone (Krekenavoje) II etapas,05.3.2-APVA-V-013-01-0011,Viešoji įstaiga Velžio komunalinis ūkis,Įgyvendinimas,405787.76,385498.37,405787.76,385498.37,0,2016-07-04
",,VANDENTIEKIO IR NUOTEKŲ TINKLŲ PLĖTRA ŠILALĖS RAJONE (PAJŪRYJE)""",05.3.2-APVA-V-013-01-0012,"Uždaroji akcinė bendrovė ""Šilalės vandenys""",Įgyvendinimas,915437.47,869665.6,915437.47,869665.6,0,2016-06-10
Vandens gerinimo įrenginių rekonstrukcija Rokiškyje,05.3.2-APVA-V-013-01-0013,"Uždaroji akcinė bendrovė ""Rokiškio vandenys""",Įgyvendinimas,1015474.46,964700.74,1015474.46,964700.73,0,2016-06-22
"Vandentiekio ir nuotekų tinklų plėtra Pumpėnų miestelyje, Pasvalio rajone",05.3.2-APVA-V-013-01-0014,"Uždaroji akcinė bendrovė ""Pasvalio vandenys""",Įgyvendinimas,2585202.33,2455942.21,2585202.33,2455942.21,0,2016-06-28
"Vandentiekio stoties Šlaito g.2, Tauragėje rekonstravimas",05.3.2-APVA-V-013-01-0015,"UAB ""Tauragės vandenys""",Įgyvendinimas,2309649.24,2194166.78,2134376.4,2027657.58,0,2016-07-18
Vandens tiekimo ir nuotekų tvarkymo infrastruktūros plėtra Vilniaus mieste,05.3.2-APVA-V-013-01-0016,"Uždaroji akcinė bendrovė ""VILNIAUS VANDENYS""",Įgyvendinimas,4907159.41,4661801.44,4907159.41,4661801.44,0,2016-07-22
Alytaus vandens gerinimo įrenginių rekonstrukcija,05.3.2-APVA-V-013-01-0017,"Uždaroji akcinė bendrovė ""Dzūkijos vandenys""",Įgyvendinimas,3116163.93,2960355.73,3080137.75,2926130.86,0,2016-07-20
Naujų vandentiekio ir nuotekų tinklų plėtra Paobelyje,05.3.2-APVA-V-013-01-0018,"Uždaroji akcinė bendrovė ""Kėdainių vandenys""",Įgyvendinimas,536372.75,509554.11,531258.49,504695.57,0,2016-07-21
Vandens tiekimo ir nuotekų tvarkymo infrastruktūros plėtra Marijampolės savivaldybėje (Šunskuose),05.3.2-APVA-V-013-01-0019,"Uždaroji akcinė bendrovė ""Sūduvos vandenys""",Įgyvendinimas,1097008.22,1042157.81,1097008.22,1042157.81,0,2016-07-12
"Vandens tiekimo ir nuotekų tvarkymo infrastruktūros plėtra Anykščių rajone (Troškūnuose, Smėlynėje, Vaidlonyse, Svėdasuose)",05.3.2-APVA-V-013-01-0020,"Uždaroji akcinė bendrovė ""Anykščių vandenys""",Įgyvendinimas,4354341.48,4136624.41,4354341.48,4136624.41,0,2016-07-11
Kupiškio miesto vandens gerinimo įrenginių statyba,05.3.2-APVA-V-013-01-0021,"UAB ""Kupiškio vandenys""",Įgyvendinimas,679882.99,645888.84,679882.99,645888.84,0,2016-07-08
Vandens tiekimo ir nuotekų tvarkymo infrastruktūros plėtra Lazdijų mieste ir rajone (Šeštokuose ir Veisiejuose) ,05.3.2-APVA-V-013-01-0022,"Uždaroji akcinė bendrovė ""Lazdijų vanduo""",Įgyvendinimas,4091839.36,3887247.39,4091839.36,3887247.39,0,2016-06-30
Vandens gerinimo įrenginių rekonstrukcija Jonavoje,05.3.2-APVA-V-013-01-0023,"Uždaroji akcinė bendrovė ""Jonavos vandenys""",Įgyvendinimas,2648032.92,2515631.27,2648032.92,2483202.95,0,2016-07-18
Vandentiekio ir nuotekų tvarkymo infrastruktūros plėtra Raseinių mieste,05.3.2-APVA-V-013-01-0025,"Uždaroji akcinė bendrovė ""Raseinių vandenys""",Įgyvendinimas,400588.34,380558.92,400588.26,380558.85,0,2016-06-30
"Vandens tiekimo ir nuotekų tvarkymo infrastruktūros plėtra Pakruojo rajone (Pakruojyje, Klovainiuose, Sigutėnuose, Linkuvoje)",05.3.2-APVA-V-013-01-0026,"UAB ""Pakruojo vandentiekis""",Įgyvendinimas,1468636.91,1395205.06,1468636.91,1395205.06,0,2016-07-21
Vandens tiekimo ir nuotekų tvarkymo infrastruktūros plėtra Pilviškių gyvenvietėje II etapas,05.3.2-APVA-V-013-01-0027,"Uždaroji akcinė bendrovė ""Vilkaviškio vandenys""",Įgyvendinimas,2661718.22,2528632.31,2661718.22,2528632.31,0,2016-06-27
Vandens tiekimo ir nuotekų  tvarkymo infrastruktūros plėtra Panevėžio mieste ir rajone (Garuckų k. Ramygalos sen ir Ramygalos m.),05.3.2-APVA-V-013-01-0028,"Uždaroji akcinė bendrovė ""AUKŠTAITIJOS VANDENYS""",Įgyvendinimas,1251611.73,1178255.53,1251611.73,1178255.53,0,2016-07-18
Jonavos miesto žemutinės dalies sutvarkymo ir pasiekiamumo gerinimas,07.1.1-CPVA-R-903-21-0001,Jonavos rajono savivaldybės administracija,Įgyvendinimas,711630,658257,711630,658257,0,2016-09-19
SOCIALINIO BŪSTO FONDO PLĖTRA KĖDAINIUOSE ,08.1.2-CPVA-R-408-21-0001,Kėdainių rajono savivaldybės administracija,Įgyvendinimas,985608.23,837766.99,985608.23,837766.99,0,2016-08-29
"Šilumos tiekimo tinklų Tilžės g. – P. Višinskio g. – Vytauto g. – Draugystės pr., Šiauliuose, projektavimas ir rekonstravimas (toliau - Projektas)",04.3.2-LVPA-K-102-01-0001,"Akcinė bendrovė ""Šiaulių energija""",Paraiškos vertinimas,1761860,880930,0,0,0,
"Šilumos tiekimo tinklų rekonstravimas Vilniaus – Radviliškio g., Šiauliuose (toliau – Projektas)",04.3.2-LVPA-K-102-01-0002,"Akcinė bendrovė ""Šiaulių energija""",Paraiškos vertinimas,210659,105329.5,0,0,0,
"Šilumos tiekimo tinklų Gytarių g. – Kviečių g. bei V. Grinkevičiaus g. – Lieporių g. – Gvazdikų tako g., Šiauliuose, projektavimas ir rekonstravimas",04.3.2-LVPA-K-102-01-0003,"Akcinė bendrovė ""Šiaulių energija""",Paraiškos vertinimas,1284667,642333.5,0,0,0,
Socialinio būsto plėtra Varėnos rajone,08.1.2-CPVA-R-408-11-0001,Varėnos rajono savivaldybės administracija,Įgyvendinimas,736499,626024,736499,626024,0,2016-08-23
Prienų rajono socialinio būsto fondo plėtra ,08.1.2-CPVA-R-408-21-0002,Prienų rajono savivaldybės administracija,Įgyvendinimas,361329.7,307130.24,361329.7,307130.24,0,2016-08-05
Socialinio būsto fondo plėtra Birštono savivaldybėje,08.1.2-CPVA-R-408-21-0003,Birštono savivaldybės administracija,Įgyvendinimas,105724.25,89865.61,105724.25,89865.61,0,2016-08-16
Socialinio būsto plėtra Alytaus mieste,08.1.2-CPVA-R-408-11-0002,Alytaus miesto savivaldybės administracija,Įgyvendinimas,891741.18,757980,891741.18,757980,0,2016-08-17
Socialinio būsto plėtra Raseinių rajono savivaldybėje,08.1.2-CPVA-R-408-21-0004,Raseinių rajono savivaldybės administracija,Įgyvendinimas,525296,446501.6,525296,446501.6,0,2016-08-12
Socialinio būsto fondo plėtra Druskininkų savivaldybėje,08.1.2-CPVA-R-408-11-0003,Druskininkų savivaldybės administracija,Įgyvendinimas,727472.94,618351.99,727472.94,618351.99,0,2016-08-11
"Technologinių ekoinovacijų, tausojančių gamtos išteklius bei mažinančių gamybos neigiamą poveikį aplinkai, diegimas",03.3.2-LVPA-K-837-01-0001,"UAB ""Daigai""",Nesudaryta sutartis,1385000,581700,0,0,0,
Socialinio būsto fondo plėtra Kauno rajono savivaldybėje,08.1.2-CPVA-R-408-21-0005,Kauno rajono savivaldybės administracija,Įgyvendinimas,998070.88,848360.24,998070.88,848360.24,0,2016-09-29
Socialinio būsto plėtra Jonavos rajono savivaldybėje,08.1.2-CPVA-R-408-21-0006,Jonavos rajono savivaldybės administracija,Įgyvendinimas,1059279.19,900387.31,1059279.19,900387.31,0,2016-09-15
„Energetiškai efektyvių būstų įrengimas ar įsigijimas pagal socialinio būsto fondo plėtros programą“,08.1.2-CPVA-R-408-21-0007,Kauno miesto savivaldybės administracija,Įgyvendinimas,6714639,5707443,6714639,5707443,0,2016-09-21
"Šilumos tiekimo tinklų infrastruktūros modernizacija Ąžuolų g. – Vilniaus g., Molėtų mieste",04.3.2-LVPA-K-102-01-0004,"Uždaroji akcinė bendrovė ""Molėtų šiluma""",Paraiškos vertinimas,869204,434602,0,0,0,
"„Panevėžio m. šilumos tinklų rekonstravimas Smėlynės,J. Basanavičiaus,Ukmergės,Ramygalos,Beržų,Nemuno,Kosmonautų, Žvaigždžių, Pramonės gatvių zonoje“",04.3.2-LVPA-K-102-01-0005,"AB ""PANEVĖŽIO ENERGIJA""",Paraiškos vertinimas,3797000,1898500,0,0,0,
Socialinio būsto fondo plėtra Lazdijų rajono savivaldybėje,08.1.2-CPVA-R-408-11-0004,Lazdijų rajono savivaldybės administracija,Įgyvendinimas,368599,313012,368599,313012,0,2016-08-31
Socialinio būsto fondo plėtra Kaišiadorių rajono savivaldybėje,08.1.2-CPVA-R-408-21-0008,Kaišiadorių rajono savivaldybės administracija,Įgyvendinimas,550568,467982.8,550568,467982.8,0,2016-09-09
Būsto prieinamumo pažeidžiamoms gyventojų grupėms didinimas Alytaus rajone,08.1.2-CPVA-R-408-11-0005,Alytaus rajono savivaldybės administracija,Įgyvendinimas,241889,205605.65,241889,205605.65,0,2016-09-13
"Jūrinio slėnio branduolio sukūrimas ir studijų infrastruktūros atnaujinimas (JŪRA), II etapas",01.1.1-CPVA-V-701-02-0001,Klaipėdos universitetas,Įgyvendinimas,10935000,10935000,10935000,10935000,0,2016-07-12
ISO 14001:2015 Aplinkos apsaugos vadybos sistemos diegimas ir sertifikavimas,03.3.2-LVPA-K-832-01-0004,"UAB ""EKOBAZĖ""",Įgyvendinimas,13100,13100,12200,6100,0,2016-10-07
"Aplinkos apsaugos vadybos sistemos diegimas UAB ""Balux""",03.3.2-LVPA-K-832-01-0005,"UAB ""Balux""",Įgyvendinimas,5468.3,2734.15,5294.97,2647.48,0,2016-10-10
Biokuro katilų ekologiškas projektavimas,03.3.2-LVPA-K-832-01-0006,"UAB ""UT katilai""",Įgyvendinimas,30000,15000,30000,15000,0,2016-09-30
Skydinių namų konstrukcijų ekologiškas projektavimas,03.3.2-LVPA-K-832-01-0007,"UAB ""Progresyvi statyba""",Įgyvendinimas,25000,12500,18000,9000,0,2016-10-11
Varėnos miesto šilumos tiekimo tinklo rekonstrukcija IV etapas,04.3.2-LVPA-K-102-01-0006,"Uždaroji akcinė bendrovė ""Varėnos šiluma""",Paraiškos vertinimas,344690.57,172345,0,0,0,
Klaipėdos daugiafunkcio sveikatingumo centro statyba,07.1.1-CPVA-V-906-01-0001,Klaipėdos miesto savivaldybės administracija,Nesudaryta sutartis,14623855.65,12584918,0,0,0,
Socialinio būsto fondo plėtra įsigyjant butus,08.1.2-CPVA-R-408-81-0001,Telšių rajono savivaldybės administracija,Įgyvendinimas,864664,734964,864664,734964,0,2016-08-15
Socialinio būsto fondo plėtra,08.1.2-CPVA-R-408-81-0002,Mažeikių rajono savivaldybės administracija,Įgyvendinimas,1129024,959670,1129024,959670,0,2016-09-23
Socialinio būsto plėtra Plungės rajone,08.1.2-CPVA-R-408-81-0003,Plungės rajono savivaldybės administracija,Įgyvendinimas,793845.27,674768.47,783905.08,666319.31,0,2016-09-22
"Dalies pastato Plungės g. 18, Rietave, pritaikymas socialinio būsto paskirčiai",08.1.2-CPVA-R-408-81-0004,Rietavo savivaldybės administracija,Įgyvendinimas,177913,151215,177913,151215,0,2016-09-14
3K magistralės Žeimių g. ir Chemikų g. bei 2K magistralės Vasario 16-osios g. trasų modernizavimas,04.3.2-LVPA-K-102-01-0007,"Akcinė bendrovė ""Jonavos šilumos tinklai""",Paraiškos vertinimas,527314,263657,0,0,0,
"Eko inovacijų kūrimas įmonėje UAB ""Saulės grąža""",03.3.2-LVPA-K-832-01-0008,"UAB ""Saulės grąža""",Įgyvendinimas,59500,26100,58000,26100,0,2016-10-05
"UAB ""Nailtex"" aplinkosaugos sistemų diegimas",03.3.2-LVPA-K-832-01-0009,"UAB ""Nailtex""",Įgyvendinimas,39400,18150,12266,6133,0,2016-10-12
"Aplinkos apsaugos sistemų diegimas ir ekologinio  projektavimo atlikimas UAB ""Diremta""",03.3.2-LVPA-K-832-01-0010,UAB DIREMTA,Įgyvendinimas,45760,19930,30385.6,15192.8,0,2016-10-14
"UAB ""Vegateksa"" aplinkos apsaugos sistemų diegimas",03.3.2-LVPA-K-832-01-0011,"Uždaroji akcinė bendrovė ""Vegateksa""",Įgyvendinimas,49700,19450,17574.3,8787.15,0,2016-10-12
"Fondų fondas „Verslo finansavimo fondas, finansuojamas iš Europos regioninės plėtros fondo“",J07-FM-F-01-0001,"UŽDAROJI AKCINĖ BENDROVĖ ""INVESTICIJŲ IR VERSLO GARANTIJOS""",Įgyvendinimas,179600000,179600000,179600000,179600000,0,2016-04-15
"UAB ""Elektros taupymo sprendimai"" konkurencingumo ir eksporto apimčių didinimas dalyvaujant tarptautinėse parodose",03.2.1-LVPA-K-801-02-0001,"UAB ""Elektros taupymo sprendimai""",Paraiškos vertinimas,108977,45000,0,0,0,
"UAB ""BIOK laboratorija"" eksporto plėtra",03.2.1-LVPA-K-801-02-0002,"UAB ""BIOK laboratorija""",Paraiškos vertinimas,86965,43482,0,0,0,
Klaipėdos miesto 4Š magistralinių šilumos tinklų nuo kameros 4Š-8 iki kameros 4Š-10 rekonstravimas,04.3.2-LVPA-K-102-01-0008,"Akcinė bendrovė ""KLAIPĖDOS ENERGIJA""",Paraiškos vertinimas,903310,451655,0,0,0,
Kauno m. integruoto tinklo magistralės 3Ž modernizavimas,04.3.2-LVPA-K-102-01-0009,"Akcinė bendrovė ""Kauno energija""",Paraiškos vertinimas,1459063,729531,0,0,0,
Kauno m. integruoto tinklo magistralės 6T modernizavimas,04.3.2-LVPA-K-102-01-0010,"Akcinė bendrovė ""Kauno energija""",Paraiškos vertinimas,724819,362409,0,0,0,
Kauno m. integruoto tinklo rekonstravimas Eigulių mikrorajone,04.3.2-LVPA-K-102-01-0011,"Akcinė bendrovė ""Kauno energija""",Paraiškos vertinimas,4204177,2000000,0,0,0,
"Klaipėdos miesto 1P magistralinių šilumos tinklų nuo kameros 1P-13(1P-2b) iki 1P-4, nuo 1P-4 iki 1P-8, nuo 1P-8 iki 1P-9a, nuo 1P-9a iki 1P-12 rekonst",04.3.2-LVPA-K-102-01-0012,"Akcinė bendrovė ""KLAIPĖDOS ENERGIJA""",Paraiškos vertinimas,2602005,1301002,0,0,0,
Klaipėdos miesto magistralinių šilumos tinklų RK-1 nuo KRK iki KRK kolektorinės ir 2P magistralinių šilumos tinklų nuo kameros 2P-46 iki 2P-48 rekonst,04.3.2-LVPA-K-102-01-0013,"Akcinė bendrovė ""KLAIPĖDOS ENERGIJA""",Paraiškos vertinimas,1090334,545167,0,0,0,
"Klaipėdos miesto 4P magistralinių šilumos tinklų nuo kameros 4P-4 iki 4P-6, nuo M-11 iki 4P-11, nuo 4P-11 iki 4P-14 rekonstravimas",04.3.2-LVPA-K-102-01-0014,"Akcinė bendrovė ""KLAIPĖDOS ENERGIJA""",Paraiškos vertinimas,1824756,912378,0,0,0,
"""Panevėžio m. šilumos tinklų rekonstravimas Respublikos, J. Basanavičiaus, Molainių, Pilėnų gatvių zonoje""",04.3.2-LVPA-K-102-01-0015,"AB ""PANEVĖŽIO ENERGIJA""",Paraiškos vertinimas,4000000,2000000,0,0,0,
"„Panevėžio m. šilumos tinklų rekonstravimas  Paliūniškio, Nemuno, M. Valančiaus, Pramonės, Staniūnų gatvių zonoje“",04.3.2-LVPA-K-102-01-0016,"AB ""PANEVĖŽIO ENERGIJA""",Paraiškos vertinimas,2371000,1185500,0,0,0,
Kupiškio šilumos tinklų rajono  šilumos tinklų rekonstravimas,04.3.2-LVPA-K-102-01-0017,"AB ""PANEVĖŽIO ENERGIJA""",Paraiškos vertinimas,2542000,1271000,0,0,0,
Kėdainių m. šilumos tinklų rekonstravimas,04.3.2-LVPA-K-102-01-0018,"AB ""PANEVĖŽIO ENERGIJA""",Paraiškos vertinimas,1758000,879000,0,0,0,
Pasvalio šilumos tinklų rajono šilumos tinklų rekonstravimas,04.3.2-LVPA-K-102-01-0019,"AB ""PANEVĖŽIO ENERGIJA""",Paraiškos vertinimas,3548000,1774000,0,0,0,
eMoDB.LT3: Elektroninių mokslo duomenų bazių atvėrimas Lietuvai – trečiasis etapas,01.1.1-CPVA-V-701-01-0001,Lietuvos mokslinių bibliotekų asociacija,Įgyvendinimas,31927960.38,27138766.32,31485809.91,26762938.42,0,2016-09-20
"Šilumos tiekimo tinklų projektavimas ir rekonstravimas Gardino g. – Dainų g. – Architektų g. – Gegužių g., Šiauliuose (toliau - Projektas)",04.3.2-LVPA-K-102-01-0020,"Akcinė bendrovė ""Šiaulių energija""",Paraiškos vertinimas,1457541,728770.5,0,0,0,
Rokiškio m. šilumos tinklų rekonstravimas,04.3.2-LVPA-K-102-01-0021,"AB ""PANEVĖŽIO ENERGIJA""",Paraiškos vertinimas,1715000,857500,0,0,0,
Zarasų šilumos tinklų rajono šilumos tinklų rekonstravimas,04.3.2-LVPA-K-102-01-0022,"AB ""PANEVĖŽIO ENERGIJA""",Paraiškos vertinimas,890000,445000,0,0,0,
"VĮ ""Visagino energija"" centralizuotai tiekiamos šilumos tinklų modernizacija",04.3.2-LVPA-K-102-01-0023,"Valstybės įmonė ""VISAGINO ENERGIJA""",Nesudaryta sutartis,1783972,891986,0,0,0,
Kauno m. integruoto tinklo magistralės 1T modernizavimas,04.3.2-LVPA-K-102-01-0024,"Akcinė bendrovė ""Kauno energija""",Paraiškos vertinimas,4180411,2000000,0,0,0,
Kauno m. integruoto tinklo rekonstravimas Kalniečių mikrorajone,04.3.2-LVPA-K-102-01-0025,"Akcinė bendrovė ""Kauno energija""",Paraiškos vertinimas,3724419,1862209,0,0,0,
Kauno m. integruoto magistralės 4T modernizavimas,04.3.2-LVPA-K-102-01-0026,"Akcinė bendrovė ""Kauno energija""",Paraiškos vertinimas,1830221,915110,0,0,0,
"Susidėvėjusių centralizuoto šilumos tiekimo tinklų keitimas, diegiant naujausias technologijas katilinės Nr. 3 aptarnavimo teritorijoje Ukmergėje",04.3.2-LVPA-K-102-01-0027,"Uždaroji akcinė bendrovė ""Ukmergės šiluma""",Paraiškos vertinimas,671605,335803,0,0,0,
UAB „Draugystės sanatorija“ centralizuoto šilumos tiekimo tinklo rekonstravimas,04.3.2-LVPA-K-102-01-0028,"Uždaroji akcinė bendrovė ""Draugystės sanatorija""",Nesudaryta sutartis,346171.7,187726.2,0,0,0,
UAB „GEMIMEX“ eksporto plėtra,03.2.1-LVPA-K-801-02-0003,UAB „GEMIMEX“,Paraiškos vertinimas,90890,45000,0,0,0,
Baisogalos miestelio šilumos tiekimo tinklų modernizavimas,04.3.2-LVPA-K-102-01-0029,"UAB ""Baisogalos bioenergija""",Paraiškos vertinimas,411452,205726,0,0,0,
UAB „3T – Transfers technologies for textile“ eksporto plėtra,03.2.1-LVPA-K-801-02-0004,UAB „3T – Transfers technologies for textile“ ,Paraiškos vertinimas,85894,42947,0,0,0,
"Veiklos efektyvumo didinimas, skatinant eksportą",03.2.1-LVPA-K-801-02-0005,UAB „Baltic Car Equipment“,Paraiškos vertinimas,88395,44197.5,0,0,0,
"EnovaPoint, UAB pardavimų užsienio rinkose didinimas, dalyvaujant tarptautinėse parodose ",03.2.1-LVPA-K-801-02-0006,"EnovaPoint, UAB",Paraiškos vertinimas,56807,28403.5,0,0,0,
"UAB ""Stamperija"" naujų eksporto rinkų įsisavinimas ir esamų rinkų eksporto apimčių didinimas",03.2.1-LVPA-K-801-02-0007,"UAB ""Stamperija""",Paraiškos vertinimas,88754,44377,0,0,0,
"UAB ""Baltic Filter"" eksporto plėtra esamose ir naujose rinkose",03.2.1-LVPA-K-801-02-0008,"UAB ""Baltic Filter""",Paraiškos vertinimas,99042,45000,0,0,0,
"UAB ""Tegas"" eksporto plėtra",03.2.1-LVPA-K-801-02-0009,"UAB ""Tegas""",Paraiškos vertinimas,74529,37264.5,0,0,0,
"KLAUSUČIŲ, VELIUONOS IR ERŽVILKO ŠILUMOS TIEKIMO TINKLŲ MODERNIZAVIMAS",04.3.2-LVPA-K-102-01-0030,"Uždaroji akcinė bendrovė ""Jurbarko komunalininkas""",Nesudaryta sutartis,151204,75602,0,0,0,
"UAB ""Koliz Vostok"" gaminamos produkcijos žinomumo bei eksporto didinimas tarptautinėse rinkose",03.2.1-LVPA-K-801-02-0010,UAB “Koliz Vostok“,Paraiškos vertinimas,90000,45000,0,0,0,
Tobulėk. Auk. Pažink. Kurk (TAPK 2),09.2.2-ESFA-V-729-02-0001,Švietimo mainų paramos fondas,Įgyvendinimas,2191662,2172150,2191662,2172150,0,2016-08-18
Katilinės Nr. 2 magistralinių šilumos tinklų rekonstrukcija Kretingos mieste,04.3.2-LVPA-K-102-01-0031,Uždaroji akcinė bendrovė Kretingos šilumos tinklai,Paraiškos vertinimas,552300,276150,0,0,0,
"Šilumos tiekimo tinklų ruožo nuo ŠK-22-11 iki ŠK-22-14A ir įvadų į daugiabučius namus Užpalių g. 78, 80, 82 rekonstrukcija",04.3.2-LVPA-K-102-01-0032,"Uždaroji akcinė bendrovė ""Utenos šilumos tinklai""",Nesudaryta sutartis,99919,49959.5,0,0,0,
"Cerera foods, UAB konkurencingumo didinimas, pasinaudojant NAUJOS GALIMYBĖS LT",03.2.1-LVPA-K-801-02-0011,"Cerera foods, UAB",Paraiškos vertinimas,88395,44197.5,0,0,0,
"UAB ""Melisa Laboratorium"" eksporto plėtra",03.2.1-LVPA-K-801-02-0012,"UAB ""Melisa Laboratorium""",Paraiškos vertinimas,85176,42588,0,0,0,
