Name des Begünstigten,Bezeichnung des Vorhabens,Zusammenfassung des Vorhabens,Datum des Beginns,Datum des Endes,"Gesamtbetrag förderfähiger 
Ausgaben","Kofinanzierungssatz","PLZ 
Begünstigter",Land,Themenfeld
Kurdistan Kultur- und Hilfsverein e.V.,Berufsorientierung für Flüchtlingsfrauen PBF,"Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.

",01.09.2016,31.08.2017,"122.475,02 €","49,98%",12359,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
LAFT Landesverband freie darstellende Künste Berlin e.V.,Performing Arts Programm - Beratung und Qualifizierung (BQ) ,"Qualifizierung Kulturwirtschaft - KuWiQ

Erweiterung der berufsbezogenen nichtkünstlerischen Beratungs- und Weiterbildungsmöglichkeiten für Selbständige und freiberuflich Tätige in den kulturell geprägten Teilbranchen der Kulturwirtschaft Berlins. Ziel ist es, den Teilnehmenden durch ein höheres Maß an individueller berufsbezogener Handlungskompetenz Hilfe zur Selbsthilfe zu geben, um auf diese Weise - die Betätigung auf den kreativwirtschaftlichen Märkten wirtschaftlich ertragreicher zu gestalten, - neue Perspektiven und Chancen am Markt (auch im Ausland) zu eröffnen und - die wirtschaftliche Existenz der Teilnehmenden mittelfristig zu stabilisieren.

",01.02.2016,31.01.2018,"343.339,66 €",50%,10997,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Landesjugendring Berlin,Freiwilliges Soziales Jahr (FSJ) in der Jugendverbandsarbeit,"Die Rahmenbedingungen für ein FSJ werden durch das Gesetz zur Förderung der Jugendfreiwilligendienste vorgegeben.

Das FSJ ist ein einjähriges Bildungs- und Orientierungsjahr als bundeseinheitlich geregelter nachschulischer Freiwilligendienst (Projektlaufzeit: jährlich vom 01.09. bis 31.08. des Folgejahres) für Jugendliche und junge Erwachsene nach Beendigung der Schulpflicht, die für sich noch keine berufliche Perspektive entwickelt haben oder aus anderen Gründen eine Überbrückung bis hin zur Aufnahme einer weiteren Qualifizierung suchen.

Es wird ganztägig als überwiegend freiwillige soziale Tätigkeit, die an Lernzielen orientiert ist und in geeigneten Stellen und Einrichtungen geleistet wird, die zur Verbesserung der Berufsorientierung und &ndash;vorbereitung durch Heranführung an mögliche Berufsfelder in den Bereichen der sozialen Arbeit sowie der Erziehung, Bildung und Kultur beitragen.

Ziel ist es, soziale, kulturelle und interkulturelle Kompetenzen zu vermitteln und das Verantwortungsbewusstsein für das Gemeinwohl zu stärken. Neben der kontinuierlichen individuellen Betreuung der Teilnehmenden ist die Seminararbeit ein wesentlicher Bestandteil der pädagogischen Begleitung. Die Gesamtdauer der Seminare beträgt bezogen auf einen zwölfmonatigen Freiwilligendienst mindestens 25 Tage.

Die Bundesmittel sind ausschließlich bestimmt für die pädagogische Begleitung im Sinne des Gesetzes zur Förderung von Jugendfreiwilligendiensten (JFDG) für den Freiwilligenjahrgang 2015/2016. Grundlage für die Beurteilung der zuwendungsfähigen Ausgaben sind die Rundschreiben des BMFSFJ zum Katalog der zuwendungsfähigen Positionen im FSJ/FÖJ sowie die Rahmenleitlinie für den ESF in Berlin der Förderperiode 2014-2020.

",01.09.2015,31.08.2016,"381.764,45 €","43,60%",10963,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
Landesjugendring Berlin,Freiwilliges Soziales Jahr (FSJ) in der Jugend(verbands)arbeit,"Die Rahmenbedingungen für ein FSJ werden durch das Gesetz zur Förderung der Jugendfreiwilligendienste vorgegeben.  Das FSJ ist ein einjähriges Bildungs- und Orientierungsjahr als bundeseinheitlich geregelter nachschulischer Freiwilligendienst (Projektlaufzeit: jährlich vom 01.09. bis 31.08. des Folgejahres) für Jugendliche und junge Erwachsene nach Beendigung der Schulpflicht, die für sich noch keine berufliche Perspektive entwickelt haben oder aus anderen Gründen eine Überbrückung bis hin zur Aufnahme einer weiteren Qualifizierung suchen.  Es wird ganztägig als überwiegend freiwillige soziale Tätigkeit, die an Lernzielen orientiert ist und in geeigneten Stellen und Einrichtungen geleistet wird, die zur Verbesserung der Berufsorientierung und &ndash;vorbereitung durch Heranführung an mögliche Berufsfelder in den Bereichen der sozialen Arbeit sowie der Erziehung, Bildung und Kultur beitragen.  Ziel ist es, soziale, kulturelle und interkulturelle Kompetenzen zu vermitteln und das Verantwortungsbewusstsein für das Gemeinwohl zu stärken. Neben der kontinuierlichen individuellen Betreuung der Teilnehmenden ist die Seminararbeit ein wesentlicher Bestandteil der pädagogischen Begleitung. Die Gesamtdauer der Seminare beträgt bezogen auf einen zwölfmonatigen Freiwilligendienst mindestens 25 Tage.  Die Bundesmittel sind ausschließlich bestimmt für die pädagogische Begleitung im Sinne des Gesetzes zur Förderung von Jugendfreiwilligendiensten (JFDG) für den Freiwilligenjahrgang 2015/2016. Grundlage für die Beurteilung der zuwendungsfähigen Ausgaben sind die Rundschreiben des BMFSFJ zum Katalog der zuwendungsfähigen Positionen im FSJ/FÖJ sowie die Rahmenleitlinie für den ESF in Berlin der Förderperiode 2014-2020. 

",01.09.2016,31.08.2018,"779.265,92 €","40,33%",10963,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
Lesen und Schreiben e.V.,Alpha-Basis,"Lernangebote für funktionale Analphabeten/innen in Berlin 

 Stärkung der sozialen Integration durch verbesserte Lese-, Schreib- und/oder Rechenkompetenzen, ggf. in Verbindung mit weiteren Grundbildungskompetenzen 

 Kursangebote zum Erlernen und Verbessern der Lese-, Schreib- und/oder Rechenkompetenzen ggf. mit integrierten Grundbildungsinhalten 

 einschließlich 

  *  Lernstandfeststellung (Vorher/Nachher)  

  *  Lernberatung 

  *  teilnehmerbezogene Supervision für pädagogisches Personal 

  *  Maßnahmen zur Erschließung des Teilnehmerkreises und zur Teilnehmergewinnung 

  *  sozialpädagogische Begleitung 

 Am Ende des jeweiligen Kurses schließen mindestens 60 % der verbliebenen Teilnehmer/innen mit einem Zertifikat ab, in dem die Lernfortschritte der jeweiligen Teilnehmerin/des jeweiligen Teilnehmers dokumentiert sind. 

",01.02.2016,31.12.2017,"162.352,47 €",50%,12043,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Lesen und Schreiben e.V.,Lesen in der Stadt,"Das beantragte Projekt hat das Ziel, mit Lernangeboten für funktionale Analphabeten/innen in Berlin die soziale Integration dieser Zielgruppe durch verbesserte Lese-, Schreib- und/oder Rechen-kompetenzen in Verbindung mit weiteren Grundbildungskompetenzen zu verbessern und zu stärken.

Das Projekt zielt darauf ab, Menschen mit Alphabetisierungs- und Grundbildungsbedarf insbesondere in ihrer Lesekompetenz zu fördern. Die erworbenen Fähigkeiten sollen einen Zuwachs an Handlungskompetenz in Alltag und Arbeitswelt ermöglichen und damit die Voraussetzung schaffen für eine aktive gesellschaftliche Teilhabe und die Stärkung der sozialen Integration.

",15.07.2016,31.12.2017,"35.640,40 €",50%,12043,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
LKJ Berlin e.V.,Freiwilliges Soziales Jahr in der Kultur (FSJ Kultur) 2015-2016,"Die Rahmenbedingungen für ein FSJ werden durch das Gesetz zur Förderung der Jugendfreiwilligendienste vorgegeben.

 Das FSJ ist ein einjähriges Bildungs- und Orientierungsjahr als bundeseinheitlich geregelter nachschulischer Freiwilligendienst (Projektlaufzeit: jährlich vom 01.09. bis 31.08. des Folgejahres) für Jugendliche und junge Erwachsene nach Beendigung der Schulpflicht, die für sich noch keine berufliche Perspektive entwickelt haben oder aus anderen Gründen eine Überbrückung bis hin zur Aufnahme einer weiteren Qualifizierung suchen.

 Es wird ganztägig als überwiegend freiwillige soziale Tätigkeit, die an Lernzielen orientiert ist und in geeigneten Stellen und Einrichtungen geleistet wird, die zur Verbesserung der Berufsorientierung und &ndash;vorbereitung durch Heranführung an mögliche Berufsfelder in den Bereichen der sozialen Arbeit sowie der Erziehung, Bildung und Kultur beitragen.

 Ziel ist es, soziale, kulturelle und interkulturelle Kompetenzen zu vermitteln und das Verantwortungsbewusstsein für das Gemeinwohl zu stärken. Neben der kontinuierlichen individuellen Betreuung der Teilnehmenden ist die Seminararbeit ein wesentlicher Bestandteil der pädagogischen Begleitung. Die Gesamtdauer der Seminare beträgt bezogen auf einen zwölfmonatigen Freiwilligendienst mindestens 25 Tage.

 Die Bundesmittel sind ausschließlich bestimmt für die pädagogische Begleitung im Sinne des Gesetzes zur Förderung von Jugendfreiwilligendiensten (JFDG) für den Freiwilligenjahrgang 2015/2016. Grundlage für die Beurteilung der zuwendungsfähigen Ausgaben sind die Rundschreiben des BMFSFJ zum Katalog der zuwendungsfähigen Positionen im FSJ/FÖJ sowie die Rahmenleitlinie für den ESF in Berlin der Förderperiode 2014-2020.

",01.09.2015,31.08.2016,"941.690,22 €","21,20%",10963,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
LKJ Berlin e.V.,Freiwilliges Soziales Jahr in der Kultur (FSJ Kultur) 2016-2017,"Förderung von Projekten, die auf Basis des Jugendfreiwilligendienstegesetzes eine Förderung freiwilliger sozialer Tätigkeiten von Jugendlichen nach Beendigung der Schulpflicht in den Bereichen Jugendorganisationen oder Kultur durch die Schaffung zusätzlicher Plätze im Jugendfreiwilligendienst (FSJ) einschließlich der obligatorischen Bildungsseminare zum Inhalt haben.

",01.09.2016,31.08.2017,"919.328,88 €","21,75%",10963,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
LOK.a.Motion Gesellschaft zur Förderung lokaler Entwicklungspotentiale mbH,FSP 1 - ETBK Erfolgsteam - Bildende Künste ,"Qualifizierung Kulturwirtschaft - KuWiQ 

 Erweiterung  der berufsbezogenen nichtkünstlerischen Beratungs- und  Weiterbildungsmöglichkeiten für Selbständige und freiberuflich Tätige in  den kulturell geprägten Teilbranchen der Kulturwirtschaft Berlins. Ziel  ist es, den Teilnehmenden durch ein höheres Maß an individueller  berufsbezogener Handlungskompetenz Hilfe zur Selbsthilfe zu geben, um  auf diese Weise 

  *  die Betätigung      auf den kreativwirtschaftlichen Märkten wirtschaftlich ertragreicher zu      gestalten,  

  *  neue      Perspektiven und Chancen am Markt (auch im Ausland) zu eröffnen und 

  *  die wirtschaftliche Existenz der Teilnehmenden mittelfristig zu stabilisieren. 

 ",16.06.2016,15.06.2018,"359.371,88 €",50%,10967,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
MaMis en Movimiento e.V.,ADELANTE: Berufliche Integration von spanischsprechenden Migranten/innen in Charlottenburg-Wilmersdorf,ADELANTE: Berufliche Integration von spanischsprechenden Migranten/innen in Charlottenburg-Wilmersdorf,04.10.2016,31.08.2017,"9.995,56 €",50%,10405,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
maVISION,Berufs- und Neuorientierung  Audio und Video,Berufs- und Neuorientierung  Audio und Video,07.11.2016,05.05.2017,"9.252,35 €",50%,10827,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Mittelhof e.V.,Welcome - Förderung von ehrenamtlichem Engagement und beruflicher Integration von Geflüchteten und Zugewanderten,"Förderung des Ehrenamtes im Rahmen des Bürgerschaftlichen Engagements durch Qualifizierung von Personen mit besonderem Unterstützungsbedarf.

",18.01.2016,31.12.2017,"579.458,46 €",50%,14163,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Modul e.V.,"Los 1: Berufsorientierung Handwerk - ""Netzwerk Berufspraxis""","Konzeptionierungs- und Umsetzungsleistungen betreffend das ESF-Förderinstrument Nr. 16 des Landes Berlin

&bdquo;Vertiefte Berufsorientierung / Erhöhung der Berufswahlkompetenz&ldquo;

",05.10.2015,31.08.2017,"1.598.000,00 €",51%,13359,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
Nachbarschaftsheim Schöneberg e.V.,Interkulturell und generationsübergreifend aktiv - Bürgerschaftliches Engagement als Motor für Integration und Teilhabe,"Förderung des Ehrenamtes im Rahmen des Bürgerschaftlichen Engagements durch Qualifizierung von Personen mit besonderem Unterstützungsbedarf 

",01.01.2016,31.12.2017,"368.378,36 €","49,99%",12161,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Nachbarschaftsheim Schöneberg e.V.,Jobpaten 2016/2017,"Förderung des Ehrenamtes im Rahmen des Bürgerschaftlichen Engagements durch Qualifizierung von Personen mit besonderem Unterstützungsbedarf. 

",01.01.2016,31.12.2017,"119.677,31 €","49,99%",12161,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Nachbarschaftsheim Schöneberg e.V.,Frauen auf neue Wegen/ 3 Berufsorientierungskurse,"Instrument 1   
Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.

",01.07.2016,31.12.2017,"77.017,71 €","48,77%",12161,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
Nachbarschaftsheim Schöneberg e.V.,Berufsorientierungskurse Kiezoase 2016-2017,"Instrument 1   
Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.

",01.08.2016,31.12.2017,"78.017,52 €","48,86%",12161,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
Nachbarschaftsheim Schöneberg e.V.,Informations- und Orientierungskurse für Frauen,"Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.

",01.01.2016,30.06.2016,"19.430,00 €","48,47%",12161,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
Nachbarschaftsheim Schöneberg e.V.,Informations- und Orientierungskurse (Kiezoase),"Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.

",01.03.2016,31.08.2016,"22.370,00 €","48,59%",12161,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
Nestor Bildungsinstitut GmbH,Ausbildung & Perspektive 4YOU 2016,Ausbildung & Perspektive 4YOU 2017,01.08.2016,31.01.2017,"53.414,40 €",50%,13129,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
